,Player,Team,AGE,GP_x,W,L,MIN,PTS,FGA,FG%,3PA,3P%,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Year,累積前三隊,當年有無入選,勝率,position,DFG_percent,DIFF_percent,year
222,Jodie Meeks,DET,28,3,3,0,14.5,7.3,6.7,35.0,3.0,44.4,1.3,100.0,0.3,1.3,1.7,1.0,0.3,0.0,0.0,0.7,10.5,0,0,3.0,2016,0,False,1.0,G,50.0,-2.0,2016
223,Amir Johnson,BOS,29,79,45,34,22.8,7.3,5.4,58.5,0.5,23.3,1.5,57.0,2.3,4.1,6.4,1.7,1.2,0.7,1.1,2.7,21.5,8,0,1.7,2016,0,False,0.57,F,47.7,-7.0,2016
224,Garrett Temple,WAS,30,80,40,40,24.4,7.3,6.3,39.8,3.2,34.5,1.6,72.8,0.5,2.2,2.7,1.8,0.8,0.9,0.2,2.4,15.5,0,0,-0.5,2016,0,False,0.5,G,50.2,-3.4,2016
225,Nick Young,LAL,31,54,13,41,19.1,7.3,6.9,33.9,4.4,32.5,1.4,82.9,0.3,1.5,1.8,0.6,0.6,0.4,0.1,0.9,11.5,0,0,-3.7,2016,0,False,0.24,F-G,63.8,9.3,2016
226,Shane Larkin,BKN,23,78,20,58,22.4,7.3,6.4,44.2,1.4,36.1,1.4,77.6,0.4,1.9,2.3,4.4,1.9,1.2,0.2,1.6,18.8,0,0,-4.4,2016,0,False,0.26,G,55.5,2.3,2016
227,Danny Green,SAS,29,79,65,14,26.1,7.2,7.1,37.6,4.4,33.2,0.6,73.9,0.6,3.2,3.8,1.8,0.9,1.0,0.8,1.8,19.0,0,0,6.4,2016,0,False,0.82,G-F,50.6,-3.4,2016
228,James Ennis III,NOP,25,22,11,11,14.9,7.2,5.1,47.8,2.6,44.8,1.5,73.5,1.0,1.0,1.9,1.0,0.9,0.7,0.2,1.3,13.0,0,0,-2.0,2016,0,False,0.5,F,74.1,20.4,2016
229,Corey Brewer,HOU,30,82,41,41,20.4,7.2,6.7,38.4,2.7,27.2,1.7,75.0,0.5,1.9,2.4,1.3,1.0,1.0,0.2,2.0,14.9,0,0,-1.1,2016,0,False,0.5,G-F,63.5,9.1,2016
230,Jason Smith,ORL,30,76,33,43,15.5,7.2,6.6,48.5,0.2,25.0,0.9,80.6,0.7,2.2,2.9,0.8,0.8,0.4,0.9,2.1,15.0,1,0,-0.5,2016,0,False,0.43,F-C,51.5,-2.9,2016
231,Brandon Bass,LAL,31,66,16,50,20.3,7.2,4.8,54.9,0.0,0.0,2.2,84.5,1.6,2.7,4.3,1.1,0.6,0.5,0.8,1.9,17.4,0,0,-0.3,2016,0,False,0.24,F,57.8,3.5,2016
232,Mike Dunleavy,CHI,35,31,13,18,22.7,7.2,6.1,41.0,3.2,39.4,1.2,78.4,0.3,2.4,2.7,1.3,0.8,0.5,0.3,2.1,13.7,0,0,-2.1,2016,0,False,0.42,G-F,55.7,-1.3,2016
233,Mike Dunleavy,CHI,35,31,13,18,22.7,7.2,6.1,41.0,3.2,39.4,1.2,78.4,0.3,2.4,2.7,1.3,0.8,0.5,0.3,2.1,13.7,0,0,-2.1,2016,0,False,0.42,G-F,55.7,-1.3,2016
234,Tyson Chandler,PHX,33,66,18,48,24.5,7.2,4.8,58.3,0.0,0.0,2.6,62.0,2.7,6.1,8.7,1.0,1.4,0.5,0.7,2.2,21.3,20,0,-6.0,2016,1,False,0.27,C,57.0,1.1,2016
235,Aaron Brooks,CHI,31,69,36,33,16.1,7.1,6.8,40.1,2.7,35.7,0.9,76.6,0.3,1.2,1.5,2.6,1.2,0.4,0.1,1.9,13.3,0,0,-0.2,2016,0,False,0.52,G,55.7,3.0,2016
236,Marreese Speights,GSW,28,72,64,8,11.6,7.1,6.3,43.2,0.9,38.7,1.6,82.5,1.1,2.3,3.3,0.8,0.9,0.3,0.5,1.6,13.7,1,0,0.2,2016,0,False,0.89,F-C,53.5,-1.3,2016
237,David West,SAS,35,78,63,15,18.0,7.1,5.7,54.5,0.1,42.9,1.0,78.8,0.9,3.0,4.0,1.8,0.9,0.6,0.7,1.8,17.5,1,0,4.2,2016,0,False,0.81,F,54.0,-0.4,2016
238,Clint Capela,HOU,22,77,39,38,19.1,7.0,5.2,58.2,0.0,0.0,2.7,37.9,2.5,3.9,6.4,0.6,0.8,0.8,1.2,2.5,20.8,10,0,1.3,2016,0,False,0.51,F-C,49.3,-5.0,2016
239,Bobby Portis,CHI,21,62,29,33,17.8,7.0,7.0,42.7,0.8,30.8,1.1,72.7,2.0,3.5,5.4,0.8,0.9,0.4,0.4,1.6,16.2,6,0,-2.9,2016,0,False,0.47,F,53.3,-0.7,2016
240,Andre Iguodala,GSW,32,65,59,6,26.6,7.0,5.7,47.8,2.4,35.1,1.3,61.4,0.8,3.2,4.0,3.4,1.2,1.1,0.3,1.6,20.0,1,0,7.0,2016,0,False,0.91,G-F,57.6,2.3,2016
241,Willie Cauley-Stein,SAC,22,66,26,40,21.4,7.0,5.1,56.3,0.0,0.0,1.9,64.8,2.0,3.3,5.3,0.6,0.7,0.7,1.0,2.2,18.7,3,0,-1.2,2016,0,False,0.39,C,53.6,-0.7,2016
242,John Henson,MIL,25,57,22,35,16.8,7.0,5.1,56.4,0.0,0.0,2.1,59.0,1.5,2.4,3.9,0.9,1.1,0.3,1.9,2.3,18.6,3,0,-2.6,2016,0,False,0.39,F,45.5,-8.9,2016
243,Luke Babbitt,NOP,27,47,16,31,18.0,7.0,6.1,42.2,2.3,40.4,1.1,78.0,0.5,2.6,3.1,1.1,0.5,0.2,0.1,1.9,13.1,1,0,-0.6,2016,0,False,0.34,F,61.2,6.7,2016
244,Festus Ezeli,GSW,26,46,42,4,16.7,7.0,5.0,54.8,0.0,0.0,2.9,53.0,2.0,3.6,5.6,0.7,0.8,0.4,1.1,2.0,18.3,6,0,4.8,2016,0,False,0.91,C,47.6,-6.7,2016
245,Donald Sloan,BKN,28,61,13,48,21.6,7.0,5.7,44.0,1.6,38.4,1.7,75.0,0.3,2.6,2.8,4.4,1.3,0.5,0.1,1.2,17.4,3,0,-2.0,2016,0,False,0.21,G,62.7,10.2,2016
246,Brandan Wright,MEM,28,12,6,6,17.7,6.9,4.3,67.3,0.0,0.0,2.0,54.2,1.2,2.4,3.6,0.5,0.8,0.4,1.3,1.8,16.1,0,0,-4.7,2016,0,False,0.5,F,42.6,-10.5,2016
247,Brandon Jennings,ORL,26,48,20,28,18.1,6.9,6.3,36.8,3.2,32.9,1.6,73.1,0.3,1.7,2.0,3.5,1.2,0.6,0.1,1.2,15.7,1,0,0.3,2016,0,False,0.42,G,53.8,1.3,2016
248,Patrick Patterson,TOR,27,79,54,25,25.6,6.9,6.2,41.4,3.7,36.2,0.4,85.3,1.0,3.4,4.3,1.2,0.8,0.7,0.4,1.6,16.3,0,0,5.1,2016,0,False,0.68,F,50.2,-4.0,2016
249,Wesley Johnson,LAC,28,80,51,29,20.8,6.9,6.4,40.4,3.9,33.3,0.6,65.2,0.5,2.6,3.1,0.6,0.7,1.1,0.7,2.2,16.3,0,0,1.5,2016,0,False,0.64,F-G,54.5,-0.1,2016
250,Andrew Nicholson,ORL,26,56,22,34,14.7,6.9,5.5,47.1,2.0,36.0,1.2,78.5,0.6,3.0,3.6,0.4,0.7,0.2,0.4,1.2,12.8,0,0,0.6,2016,0,False,0.39,F,55.2,0.8,2016
251,Seth Curry,SAC,25,44,17,27,15.7,6.8,5.1,45.5,2.5,45.0,1.2,83.3,0.2,1.2,1.4,1.5,0.8,0.5,0.1,0.9,11.6,1,0,-0.8,2016,0,False,0.39,G,60.0,5.5,2016
252,Kosta Koufos,SAC,27,78,32,46,19.0,6.8,5.7,53.2,0.0,0.0,1.3,54.8,2.2,3.3,5.4,0.4,0.6,0.5,0.9,2.4,17.5,5,0,-2.9,2016,0,False,0.41,C,48.7,-5.9,2016
253,Andrea Bargnani,BKN,30,46,11,35,13.8,6.6,6.1,45.5,0.3,18.8,1.2,82.5,0.6,1.5,2.1,0.4,0.6,0.1,0.2,1.3,10.0,0,0,-4.2,2016,0,False,0.24,C-F,63.6,9.1,2016
254,Vince Carter,MEM,39,60,33,27,16.8,6.6,5.7,38.8,2.8,34.9,1.4,83.3,0.5,1.9,2.4,0.9,0.6,0.6,0.3,1.7,13.0,0,0,-0.6,2016,2,False,0.55,G-F,64.3,10.4,2016
255,Josh Richardson,MIA,22,52,29,23,21.3,6.6,5.2,45.2,2.2,46.1,1.2,66.7,0.4,1.7,2.1,1.4,0.7,0.7,0.5,2.1,14.0,0,0,0.8,2016,0,False,0.56,G,53.4,0.2,2016
256,Henry Sims,BKN,26,14,2,12,18.8,6.5,5.5,42.9,0.0,0.0,2.1,83.3,1.5,3.6,5.1,0.6,0.9,0.6,1.0,2.6,17.7,0,0,-6.7,2016,0,False,0.14,C-F,73.3,17.2,2016
257,Ed Davis,POR,27,81,43,38,20.8,6.5,4.2,61.1,0.0,0.0,2.5,55.9,2.8,4.6,7.4,1.1,0.8,0.7,0.9,2.5,21.0,9,0,0.3,2016,0,False,0.53,F-C,48.0,-6.6,2016
258,Kris Humphries,ATL,31,53,29,24,15.7,6.5,5.6,41.0,2.0,31.5,1.6,79.8,1.1,3.0,4.1,0.7,0.7,0.3,0.4,1.8,13.9,1,0,-1.9,2016,0,False,0.55,F,50.7,-4.6,2016
259,Justise Winslow,MIA,20,78,46,32,28.6,6.4,5.9,42.2,1.5,27.6,1.5,68.4,1.0,4.1,5.2,1.5,1.2,0.9,0.3,2.4,17.3,0,0,1.4,2016,0,False,0.59,F,50.8,-3.2,2016
260,Thabo Sefolosha,ATL,32,75,42,33,23.4,6.4,4.9,50.7,1.6,34.1,1.3,62.6,0.7,3.8,4.5,1.4,0.9,1.1,0.5,1.5,17.9,1,0,-0.3,2016,0,False,0.56,F,60.1,4.8,2016
261,Tim Hardaway Jr.,ATL,24,51,29,22,16.9,6.4,5.2,43.0,2.8,33.6,1.1,89.3,0.1,1.5,1.7,1.0,0.5,0.4,0.1,0.9,11.1,0,0,2.0,2016,0,False,0.57,G,61.3,6.7,2016
262,Maurice Harkless,POR,23,78,40,38,18.7,6.4,5.3,47.4,1.8,27.9,1.4,62.2,1.3,2.3,3.6,0.9,0.8,0.6,0.4,1.6,14.4,4,0,0.4,2016,0,False,0.51,F,55.8,2.6,2016
263,Boris Diaw,SAS,34,76,64,12,18.2,6.4,5.0,52.7,0.9,36.2,1.0,73.7,0.8,2.3,3.1,2.3,1.3,0.3,0.3,1.3,14.1,0,0,3.8,2016,0,False,0.84,C-F,54.2,0.3,2016
264,Leandro Barbosa,GSW,33,68,60,8,15.9,6.4,5.4,46.2,1.6,35.5,0.9,83.9,0.4,1.3,1.7,1.2,0.8,0.6,0.1,1.6,11.8,0,0,0.6,2016,0,False,0.88,G,62.3,8.4,2016
265,Aron Baynes,DET,29,81,43,38,15.2,6.3,4.7,50.5,0.0,0.0,2.0,76.4,1.7,3.0,4.7,0.6,0.8,0.3,0.6,1.9,14.9,1,0,-0.7,2016,0,False,0.53,C-F,51.3,-3.1,2016
266,Shaun Livingston,GSW,30,78,69,9,19.5,6.3,4.9,53.6,0.2,16.7,1.2,86.0,0.5,1.6,2.2,3.0,1.0,0.7,0.3,1.8,15.6,0,0,2.7,2016,0,False,0.88,G,57.1,2.8,2016
267,Timofey Mozgov,CLE,29,76,52,24,17.4,6.3,4.7,56.5,0.1,14.3,1.3,71.6,1.4,3.0,4.4,0.4,0.9,0.3,0.8,2.1,14.4,2,0,0.0,2016,0,False,0.68,C,49.3,-5.7,2016
268,Donatas Motiejunas,HOU,25,37,19,18,14.8,6.2,5.5,43.9,1.5,28.1,1.4,64.2,1.0,1.9,2.9,1.1,1.2,0.5,0.1,1.9,12.0,0,0,1.2,2016,0,False,0.51,F-C,53.1,-1.9,2016
269,PJ Hairston,MEM,23,66,31,35,19.9,6.2,6.2,35.5,3.7,29.0,1.0,78.1,0.4,2.3,2.6,0.6,0.6,0.5,0.2,2.1,11.6,1,0,-2.9,2016,0,False,0.47,F-G,46.4,-7.5,2016
270,Mike Scott,ATL,27,75,46,29,15.3,6.2,5.0,46.8,2.1,39.2,0.8,79.4,0.7,2.0,2.7,1.0,0.6,0.3,0.2,1.4,12.2,0,0,1.5,2016,0,False,0.61,F,51.8,-2.2,2016
271,Paul Pierce,LAC,38,68,44,24,18.1,6.1,5.8,36.3,3.6,31.0,1.0,81.8,0.2,2.6,2.7,1.0,0.9,0.5,0.3,1.9,12.3,0,0,0.8,2016,4,False,0.65,F,54.3,-0.4,2016
272,Trey Lyles,UTA,20,80,38,42,17.3,6.1,5.5,43.8,1.6,38.3,1.0,69.5,0.7,3.0,3.7,0.7,0.8,0.3,0.2,1.4,12.5,2,0,-0.6,2016,0,False,0.48,F,55.7,2.1,2016
273,T.J. McConnell,PHI,24,81,10,71,19.8,6.1,5.7,47.0,1.1,34.8,0.5,63.4,0.5,2.6,3.1,4.5,1.7,1.2,0.1,1.4,18.7,0,0,-3.4,2016,0,False,0.12,G,63.8,10.7,2016
274,Channing Frye,CLE,33,70,35,35,17.1,6.1,5.0,43.8,3.4,38.7,0.5,85.7,0.5,2.8,3.3,1.0,0.6,0.4,0.4,1.8,13.4,0,0,1.5,2016,0,False,0.5,F,54.0,-1.3,2016
275,Tyler Zeller,BOS,26,60,38,22,11.8,6.1,4.8,47.6,0.0,0.0,1.8,81.5,1.0,1.9,3.0,0.5,0.8,0.2,0.4,1.6,11.2,1,0,-1.1,2016,0,False,0.63,C-F,48.9,-6.0,2016
276,Mario Hezonja,ORL,21,79,33,46,17.9,6.1,5.3,43.3,2.4,34.9,0.7,90.7,0.4,1.9,2.2,1.4,1.2,0.5,0.2,1.6,11.7,0,0,0.0,2016,0,False,0.42,G-F,58.0,3.8,2016
277,Dante Cunningham,NOP,29,80,28,52,24.6,6.1,5.2,45.1,2.2,31.6,1.0,69.5,0.7,2.2,3.0,1.0,0.5,0.5,0.4,2.2,13.3,0,0,-3.5,2016,0,False,0.35,F,61.5,6.2,2016
278,Josh Smith,HOU,30,55,31,24,16.0,6.0,6.3,36.4,2.6,28.7,1.2,55.2,0.9,2.6,3.5,1.6,1.4,0.6,0.9,2.1,15.7,0,0,-1.4,2016,0,False,0.56,F,50.0,-5.6,2016
279,Jonathon Simmons,SAS,26,55,47,8,14.8,6.0,4.4,50.4,0.9,38.3,1.7,75.0,0.3,1.5,1.7,1.1,1.0,0.4,0.1,1.9,10.3,0,0,1.7,2016,0,False,0.85,G-F,69.7,15.3,2016
280,Duje Dukan,SAC,24,1,0,1,24.2,6.0,10.0,20.0,5.0,40.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,1.0,0.0,2.0,15.3,0,0,-8.0,2016,0,False,0.0,F,100.0,43.3,2016
281,Alexis Ajinca,NOP,28,59,20,39,14.6,6.0,5.3,47.6,0.0,0.0,1.1,83.9,1.3,3.3,4.6,0.5,0.9,0.3,0.6,2.3,14.1,4,0,-1.1,2016,0,False,0.34,C,51.7,-3.2,2016
282,Spencer Hawes,CHA,28,57,30,27,18.2,6.0,5.4,40.5,1.8,37.3,1.1,83.1,0.9,3.4,4.3,1.9,1.0,0.4,0.5,1.9,15.5,1,0,0.8,2016,0,False,0.53,F-C,53.2,-1.2,2016
283,Roy Hibbert,LAL,29,81,17,64,23.2,5.9,5.1,44.3,0.0,0.0,1.8,80.7,1.6,3.3,4.9,1.2,0.9,0.4,1.4,3.1,17.9,3,0,-8.4,2016,0,False,0.21,C,52.9,-2.7,2016
284,JJ Hickson,WAS,27,35,17,18,12.5,5.9,4.4,51.6,0.0,0.0,2.9,44.7,1.1,2.7,3.8,0.7,0.7,0.4,0.4,1.3,13.2,2,0,-1.7,2016,0,False,0.49,C-F,43.0,-10.5,2016
285,Raul Neto,UTA,24,81,40,41,18.5,5.9,5.2,43.1,2.0,39.5,0.9,74.3,0.2,1.3,1.5,2.1,1.3,0.8,0.0,1.5,11.9,0,0,0.9,2016,0,False,0.49,G,54.4,1.8,2016
286,Jason Terry,HOU,38,72,37,35,17.5,5.9,5.2,40.2,3.6,35.6,0.5,81.8,0.2,0.9,1.1,1.4,0.7,0.7,0.1,1.3,11.0,0,0,0.4,2016,0,False,0.51,G,68.9,14.8,2016
287,Trevor Booker,UTA,28,79,39,40,20.7,5.9,4.9,49.0,0.5,29.3,1.3,67.0,2.1,3.6,5.7,1.1,1.0,0.7,0.5,2.1,17.1,4,0,0.8,2016,0,False,0.49,F,57.1,2.6,2016
288,Markel Brown,BKN,24,62,12,50,15.8,5.9,5.2,39.4,2.0,31.4,1.5,75.5,0.4,1.6,2.0,1.5,0.9,0.6,0.2,1.5,12.1,1,0,-3.8,2016,0,False,0.19,G,63.1,8.6,2016
289,Randy Foye,OKC,32,81,37,44,20.3,5.9,6.0,35.1,3.1,30.0,0.9,82.4,0.3,1.6,1.9,2.0,1.1,0.5,0.4,1.6,12.6,0,0,0.3,2016,0,False,0.46,G,55.8,2.7,2016
290,Dwight Powell,DAL,24,69,35,34,14.4,5.8,4.3,49.3,0.2,12.5,2.1,73.9,1.2,2.7,4.0,0.6,0.6,0.5,0.3,1.7,13.5,3,0,-1.2,2016,0,False,0.51,F-C,52.5,-1.6,2016
291,Amar'e Stoudemire,MIA,33,52,30,22,14.7,5.8,4.3,56.6,0.0,0.0,1.3,74.6,1.3,3.0,4.3,0.5,0.9,0.3,0.8,1.8,14.2,2,0,0.2,2016,5,False,0.58,F-C,48.3,-6.4,2016
292,Iman Shumpert,CLE,26,54,39,15,24.4,5.8,5.6,37.4,2.7,29.5,0.9,78.4,0.6,3.2,3.8,1.7,1.1,1.0,0.4,2.2,15.8,1,0,3.4,2016,0,False,0.72,G,57.0,1.9,2016
293,Rondae Hollis-Jefferson,BKN,21,29,7,22,21.2,5.8,4.8,45.7,0.5,28.6,1.8,71.2,1.3,4.0,5.3,1.5,0.9,1.3,0.6,2.1,19.1,2,0,-2.1,2016,0,False,0.24,G-F,50.9,-5.1,2016
294,Xavier Munford,MEM,24,14,3,11,17.4,5.7,5.5,41.6,1.6,39.1,1.0,50.0,0.2,2.0,2.2,1.6,1.1,0.9,0.2,1.8,13.1,0,0,-1.8,2016,0,False,0.21,G,70.0,14.7,2016
295,Jarell Martin,MEM,22,27,10,17,14.1,5.7,4.3,46.6,0.1,0.0,2.3,72.6,1.4,1.7,3.2,0.6,0.7,0.3,0.3,2.1,11.3,0,0,-1.4,2016,0,False,0.37,F,52.0,-3.7,2016
296,Greivis Vasquez,MIL,29,23,9,14,20.0,5.7,6.0,32.6,3.2,24.7,1.1,84.6,0.2,1.8,2.0,4.0,1.7,0.4,0.0,1.8,13.6,0,0,-4.1,2016,0,False,0.39,G,67.4,13.6,2016
297,Ty Lawson,IND,28,66,31,35,21.4,5.7,5.4,39.3,1.6,33.3,1.3,68.6,0.4,1.4,1.8,3.6,1.4,0.8,0.1,1.3,14.5,1,0,-2.4,2016,0,False,0.47,G,65.9,11.2,2016
298,Bryce Dejean-Jones,NOP,23,14,8,6,19.9,5.6,4.9,40.6,2.3,37.5,1.5,52.4,0.6,2.9,3.4,1.1,0.8,0.7,0.1,1.2,13.2,0,0,-2.8,2016,0,False,0.57,G,50.0,-3.5,2016
299,Troy Daniels,CHA,24,43,25,18,11.1,5.6,4.3,47.6,2.8,48.4,0.2,55.6,0.2,1.2,1.3,0.5,0.6,0.3,0.1,0.9,8.4,0,0,-1.0,2016,0,False,0.58,G,62.5,9.9,2016
300,Richaun Holmes,PHI,22,51,7,44,13.8,5.6,4.4,51.4,0.9,18.2,1.5,68.9,1.2,1.4,2.6,0.6,0.6,0.4,0.8,1.8,12.6,0,0,-1.0,2016,0,False,0.14,F,55.2,1.0,2016
301,Jerian Grant,NYK,23,76,29,47,16.6,5.6,5.1,39.4,1.3,22.0,1.6,78.0,0.3,1.6,1.9,2.3,1.1,0.7,0.1,1.3,12.6,0,0,-2.2,2016,0,False,0.38,G,61.3,7.2,2016
302,Anthony Morrow,OKC,30,68,46,22,13.6,5.6,4.9,40.8,3.0,38.7,0.6,74.4,0.1,0.8,0.9,0.4,0.3,0.3,0.1,0.9,8.2,0,0,1.6,2016,0,False,0.68,G,60.0,7.2,2016
303,Tiago Splitter,ATL,31,36,21,15,16.1,5.6,4.3,52.3,0.1,0.0,1.3,81.3,1.3,2.1,3.3,0.8,0.7,0.6,0.3,2.0,12.8,0,0,2.8,2016,0,False,0.58,C-F,51.3,-3.3,2016
304,Norman Powell,TOR,23,49,32,17,14.8,5.6,4.7,42.4,1.8,40.4,1.1,81.1,0.3,1.9,2.3,1.0,0.7,0.6,0.2,1.2,11.5,0,0,1.3,2016,0,False,0.65,G,46.5,-6.7,2016
305,Richard Jefferson,CLE,36,74,51,23,17.9,5.5,4.2,45.8,2.3,38.2,1.2,66.7,0.2,1.5,1.7,0.8,0.6,0.4,0.2,1.7,10.1,0,0,-0.6,2016,0,False,0.69,F,60.3,6.3,2016
306,Larry Nance Jr.,LAL,23,63,14,49,20.1,5.5,4.8,52.7,0.2,10.0,0.7,68.1,1.6,3.3,5.0,0.7,0.7,0.9,0.4,2.0,15.5,3,0,-1.5,2016,0,False,0.22,F,60.4,4.6,2016
307,Bismack Biyombo,TOR,23,82,56,26,22.0,5.5,3.5,54.2,0.0,0.0,2.8,62.8,2.2,5.8,8.0,0.4,0.9,0.2,1.6,2.7,20.3,9,0,1.0,2016,0,False,0.68,C-F,45.1,-9.3,2016
308,Boban Marjanovic,SAS,27,54,47,7,9.4,5.5,3.2,60.3,0.0,0.0,2.1,76.3,1.4,2.2,3.6,0.4,0.5,0.2,0.4,1.0,11.8,3,0,1.0,2016,0,False,0.87,C,47.2,-8.0,2016
309,Cole Aldrich,LAC,27,60,41,19,13.3,5.5,3.8,59.6,0.0,0.0,1.4,71.4,1.4,3.4,4.8,0.8,1.1,0.8,1.1,2.3,17.2,3,0,-0.4,2016,0,False,0.68,C,54.7,0.1,2016
310,Lavoy Allen,IND,27,79,43,36,20.2,5.4,4.7,51.6,0.0,0.0,0.9,63.0,2.1,3.3,5.4,1.0,0.9,0.3,0.5,1.9,15.0,4,0,2.4,2016,0,False,0.54,F-C,52.8,-1.8,2016
311,Andrew Bogut,GSW,31,70,62,8,20.7,5.4,4.0,62.7,0.0,100.0,0.7,48.0,1.7,5.3,7.0,2.3,1.2,0.5,1.6,3.2,22.4,5,0,5.7,2016,1,False,0.89,C,48.0,-6.8,2016
312,Ronnie Price,PHX,33,62,20,42,19.5,5.3,4.9,38.4,3.2,34.7,0.7,75.6,0.4,1.2,1.6,2.4,1.1,1.2,0.2,2.6,13.9,0,0,-1.2,2016,0,False,0.32,G,53.3,1.1,2016
313,Anthony Tolliver,DET,31,72,36,36,18.6,5.3,4.6,38.6,3.8,36.0,0.7,61.7,0.5,2.6,3.2,0.7,0.4,0.4,0.2,1.2,11.6,0,0,0.1,2016,0,False,0.5,F,51.1,-3.8,2016
314,Tony Snell,CHI,24,64,33,31,20.3,5.3,5.3,37.2,2.4,36.1,0.5,90.9,0.3,2.8,3.1,1.0,0.8,0.3,0.3,1.6,11.2,1,0,1.5,2016,0,False,0.52,F,49.7,-4.5,2016
315,Quincy Acy,SAC,25,59,21,38,14.8,5.2,3.6,55.6,0.8,38.8,1.2,73.5,1.1,2.1,3.2,0.5,0.5,0.5,0.4,1.7,12.0,0,0,-2.1,2016,0,False,0.36,F,50.3,-4.3,2016
316,Miles Plumlee,MIL,27,61,23,38,14.3,5.1,3.8,60.1,0.0,0.0,1.0,57.6,1.5,2.3,3.8,0.3,0.7,0.3,0.8,1.2,12.9,0,0,-1.7,2016,0,False,0.38,C,51.5,-4.1,2016
317,Charlie Villanueva,DAL,31,62,29,33,10.7,5.1,5.3,38.2,2.8,27.3,0.4,91.7,0.4,2.1,2.5,0.4,0.5,0.3,0.2,1.1,9.8,0,0,-1.4,2016,0,False,0.47,F,59.6,4.6,2016
318,Nemanja Bjelica,MIN,28,60,20,40,17.9,5.1,3.9,46.8,2.1,38.4,0.9,72.7,0.8,2.7,3.5,1.4,0.8,0.4,0.4,2.6,13.0,3,0,-2.1,2016,0,False,0.33,F,56.8,3.1,2016
319,JaKarr Sampson,DEN,23,73,18,55,15.9,5.1,4.3,44.2,0.9,22.2,1.7,65.6,0.6,2.0,2.6,0.6,1.0,0.3,0.5,1.9,10.5,0,0,-3.2,2016,0,False,0.25,G-F,51.2,-2.5,2016
320,Tim Frazier,NOP,25,51,25,26,14.5,5.1,4.5,41.9,0.9,33.3,1.5,71.6,0.5,1.6,2.2,3.2,1.3,0.6,0.0,1.4,13.3,2,0,-0.6,2016,0,False,0.49,G,62.3,8.7,2016
321,JaVale McGee,DAL,28,34,15,19,10.9,5.1,3.9,57.5,0.0,0.0,1.1,50.0,1.6,2.4,3.9,0.1,0.6,0.1,0.8,1.4,12.0,1,0,-1.6,2016,0,False,0.44,C,57.1,3.7,2016
322,James Johnson,TOR,29,57,35,22,16.2,5.0,4.2,47.5,1.2,30.3,1.2,57.4,0.5,1.7,2.2,1.2,0.9,0.5,0.6,1.5,11.8,0,0,0.1,2016,0,False,0.61,F,45.1,-10.0,2016
323,Metta World Peace,LAL,36,35,6,29,16.9,5.0,5.1,31.1,2.4,31.0,1.6,70.2,0.5,2.0,2.5,0.8,0.4,0.6,0.3,1.9,11.6,0,0,-1.9,2016,1,False,0.17,F,58.6,4.0,2016
324,Alan Anderson,WAS,33,13,8,5,14.8,5.0,4.5,35.6,2.8,32.4,1.2,73.3,0.1,2.0,2.1,1.1,0.2,0.3,0.1,1.9,10.1,0,0,2.3,2016,0,False,0.62,F-G,73.7,19.8,2016
325,Cameron Payne,OKC,21,57,44,13,12.2,5.0,4.9,41.0,1.9,32.4,0.4,79.2,0.2,1.3,1.5,1.9,0.8,0.6,0.1,1.4,11.0,0,0,-0.5,2016,0,False,0.77,G,57.3,5.1,2016
326,Sasha Vujacic,NYK,32,61,22,39,14.9,4.9,4.5,38.3,2.3,36.4,0.6,82.1,0.4,2.0,2.4,1.4,0.7,0.6,0.1,1.4,11.0,0,0,-0.7,2016,0,False,0.36,G,58.7,4.4,2016
327,Spencer Dinwiddie,CHI,23,12,5,7,13.3,4.8,4.5,35.2,0.8,10.0,2.8,57.6,0.3,1.1,1.4,1.8,0.6,0.3,0.0,1.7,9.5,0,0,-4.7,2016,0,False,0.42,G,62.5,13.4,2016
328,Andre Roberson,OKC,24,70,48,22,22.2,4.8,3.9,49.6,1.5,31.1,0.8,61.1,1.1,2.5,3.6,0.7,0.5,0.8,0.6,1.9,13.7,0,0,3.7,2016,0,False,0.69,G,51.6,-2.5,2016
329,Kyle O'Quinn,NYK,26,65,26,39,11.8,4.8,4.2,47.6,0.3,22.7,0.9,76.7,1.2,2.7,3.8,1.1,0.9,0.3,0.8,1.6,13.3,1,0,-0.9,2016,0,False,0.4,F-C,49.4,-4.8,2016
330,Chris McCullough,BKN,21,24,7,17,15.1,4.7,4.5,40.4,1.4,38.2,1.0,47.8,1.0,1.8,2.8,0.4,0.6,1.2,0.5,1.6,13.0,0,0,-5.0,2016,0,False,0.29,F,57.9,4.1,2016
331,Willie Reed,BKN,26,39,8,31,10.9,4.7,3.4,57.1,0.0,0.0,1.4,54.5,1.3,1.9,3.1,0.3,0.4,0.2,0.8,1.2,11.2,0,0,-2.1,2016,0,False,0.21,F-C,54.0,0.1,2016
332,Beno Udrih,MEM,33,44,26,18,16.1,4.7,4.5,43.4,1.0,34.1,0.5,90.0,0.2,1.5,1.6,2.6,1.2,0.3,0.0,1.2,10.4,1,0,-0.5,2016,0,False,0.59,G,52.1,0.4,2016
