,Player,Team,AGE,GP_x,W,L,MIN,PTS,FGA,FG%,3PA,3P%,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Year,累積前三隊,當年有無入選,勝率,position,DFG_percent,DIFF_percent,year
111,Terrence Jones,HOU,22,76,51,25,27.3,12.1,9.4,54.2,1.3,30.7,2.6,60.5,2.1,4.8,6.9,1.1,0.9,0.7,1.3,1.8,27.2,18,0,1.6,2014,0,False,0.67,F,56.2,1.3,2014
112,Khris Middleton,MIL,22,82,15,67,30.0,12.1,10.4,44.0,3.5,41.4,1.7,86.1,0.7,3.0,3.8,2.1,1.5,1.0,0.2,3.0,22.0,0,0,-4.7,2014,0,False,0.18,F,58.4,3.2,2014
113,Jameer Nelson,ORL,32,68,21,47,32.0,12.1,11.0,39.4,5.8,34.8,1.6,85.7,0.4,3.0,3.4,7.0,2.4,0.8,0.1,2.1,26.7,6,0,-4.0,2014,0,False,0.31,G,63.8,8.9,2014
114,Kyle Korver,ATL,33,71,37,34,33.9,12.0,8.6,47.5,5.5,47.2,1.3,92.6,0.3,3.7,4.0,2.9,1.4,1.0,0.3,2.1,23.7,0,0,3.0,2014,0,False,0.52,G-F,59.0,5.1,2014
115,Vince Carter,DAL,37,81,49,32,24.4,11.9,10.0,40.7,4.6,39.4,2.4,82.1,0.8,2.7,3.5,2.6,1.3,0.8,0.4,2.6,22.3,1,0,2.1,2014,2,False,0.6,G-F,56.8,1.9,2014
116,Amar'e Stoudemire,NYK,31,65,26,39,22.6,11.9,8.6,55.7,0.0,0.0,3.1,73.9,1.7,3.2,4.9,0.5,1.4,0.4,0.6,2.4,19.9,5,0,-2.4,2014,5,False,0.4,F-C,53.2,-1.5,2014
117,JJ Hickson,DEN,25,69,31,38,26.9,11.8,9.5,50.8,0.1,0.0,4.2,51.7,3.0,6.2,9.2,1.4,1.9,0.7,0.7,2.6,27.3,26,0,-2.7,2014,0,False,0.45,C-F,57.6,3.0,2014
118,Tristan Thompson,CLE,23,82,33,49,31.6,11.7,9.3,47.7,0.0,0.0,4.1,69.3,3.3,5.9,9.2,0.9,1.3,0.5,0.4,2.3,25.6,36,0,-2.8,2014,0,False,0.4,F,58.8,3.2,2014
119,O.J. Mayo,MIL,26,52,10,42,25.9,11.7,10.6,40.7,4.4,37.0,1.7,86.4,0.5,1.9,2.4,2.2,1.8,0.5,0.3,2.1,18.4,0,0,-6.9,2014,0,False,0.19,G,56.0,1.8,2014
120,Rajon Rondo,BOS,28,30,6,24,33.3,11.7,11.7,40.3,3.0,28.9,2.2,62.7,0.7,4.7,5.5,9.8,3.3,1.3,0.1,2.2,33.8,13,1,-5.7,2014,1,False,0.2,G,77.9,22.6,2014
121,Jose Calderon,DAL,32,81,49,32,30.5,11.4,9.2,45.6,5.2,44.9,0.8,82.5,0.4,2.0,2.4,4.7,1.3,0.9,0.1,1.7,22.9,1,0,0.0,2014,0,False,0.6,G,62.4,8.1,2014
122,Darren Collison,LAC,26,80,56,24,25.9,11.4,8.7,46.7,2.4,37.6,2.8,85.7,0.6,1.8,2.4,3.7,1.7,1.2,0.2,1.9,22.2,1,0,2.7,2014,0,False,0.7,G,60.8,7.8,2014
123,Marco Belinelli,SAS,28,80,61,19,25.2,11.4,8.7,48.5,3.7,43.0,1.6,84.7,0.2,2.6,2.8,2.2,1.2,0.6,0.1,1.6,19.1,1,0,3.3,2014,0,False,0.76,G,58.7,3.6,2014
124,Mike Dunleavy,CHI,33,82,48,34,31.5,11.3,9.4,43.0,4.0,38.0,2.0,85.4,0.6,3.6,4.2,2.3,1.3,0.8,0.6,2.0,22.5,0,0,2.1,2014,0,False,0.59,F,56.0,1.5,2014
125,Mike Dunleavy,CHI,33,82,48,34,31.5,11.3,9.4,43.0,4.0,38.0,2.0,85.4,0.6,3.6,4.2,2.3,1.3,0.8,0.6,2.0,22.5,0,0,2.1,2014,0,False,0.59,F,56.0,1.5,2014
126,Jonas Valanciunas,TOR,22,81,47,34,28.2,11.3,8.3,53.1,0.0,0.0,3.2,76.2,2.8,6.0,8.8,0.7,1.7,0.3,0.9,3.1,24.8,25,0,1.2,2014,0,False,0.58,C,49.6,-5.3,2014
127,Andray Blatche,BKN,27,73,40,33,22.2,11.2,9.2,47.6,0.7,27.8,3.0,74.2,1.6,3.7,5.3,1.5,1.5,1.0,0.5,2.3,23.1,6,0,0.3,2014,0,False,0.55,C-F,56.4,1.5,2014
128,Ersan Ilyasova,MIL,27,55,10,45,26.9,11.2,10.5,40.9,2.4,28.2,2.4,82.3,1.9,4.3,6.2,1.3,1.1,0.8,0.1,2.5,22.5,8,0,-4.9,2014,0,False,0.18,F,60.7,6.2,2014
129,John Henson,MIL,23,70,12,58,26.5,11.1,9.1,53.8,0.0,0.0,2.5,51.4,2.4,4.7,7.1,1.6,1.6,0.6,1.7,2.6,27.2,11,0,-6.1,2014,0,False,0.17,C-F,51.9,-2.6,2014
130,Brandon Bass,BOS,29,82,25,57,27.6,11.1,8.8,48.6,0.1,33.3,2.9,85.8,2.0,3.8,5.7,1.1,1.2,0.4,0.9,2.3,22.3,5,0,-4.9,2014,0,False,0.3,F,53.1,-1.2,2014
131,Channing Frye,PHX,31,82,48,34,28.2,11.1,9.5,43.2,5.3,37.0,1.2,82.1,0.9,4.2,5.1,1.2,1.1,0.7,0.8,3.0,22.4,0,0,3.6,2014,0,False,0.59,F-C,56.3,1.6,2014
132,DeMarre Carroll,ATL,27,73,37,36,32.1,11.1,8.8,47.0,3.7,36.2,1.9,77.3,1.5,4.1,5.5,1.8,1.1,1.5,0.3,2.6,24.7,3,0,1.4,2014,0,False,0.51,F,57.4,2.4,2014
133,Robin Lopez,POR,26,82,54,28,31.8,11.1,7.9,55.1,0.0,0.0,3.0,81.8,4.0,4.6,8.5,0.9,1.0,0.3,1.7,2.4,27.6,29,0,3.9,2014,0,False,0.66,C,45.7,-9.2,2014
134,Jordan Crawford,GSW,25,81,39,42,23.0,11.0,9.7,41.5,3.5,31.6,2.1,86.4,0.3,1.9,2.3,3.5,1.7,0.6,0.1,1.5,19.2,3,1,-2.2,2014,0,False,0.48,G,60.0,6.3,2014
135,Terrence Ross,TOR,23,81,47,34,26.7,10.9,9.3,42.3,5.0,39.5,1.2,83.7,0.5,2.6,3.1,1.0,1.1,0.8,0.3,2.3,18.3,0,0,1.6,2014,0,False,0.58,F,54.9,0.1,2014
136,Roy Hibbert,IND,27,81,55,26,29.7,10.8,9.3,43.9,0.1,40.0,3.3,77.0,2.5,4.1,6.6,1.1,1.8,0.4,2.2,3.3,26.4,15,0,4.4,2014,0,False,0.68,C,40.5,-14.2,2014
137,Gary Neal,CHA,29,52,19,33,21.4,10.5,9.1,41.0,3.5,37.8,2.0,89.5,0.2,1.5,1.7,1.6,1.2,0.3,0.0,1.3,14.8,0,0,-3.3,2014,0,False,0.37,G,65.5,12.5,2014
138,Caron Butler,OKC,34,56,21,35,25.3,10.5,9.6,39.4,4.4,39.4,1.3,84.0,0.4,3.7,4.1,1.5,1.1,0.8,0.3,2.1,19.9,2,0,-2.7,2014,0,False,0.38,F,55.7,1.2,2014
139,DeAndre Jordan,LAC,25,82,57,25,35.0,10.4,6.3,67.6,0.0,0.0,4.6,42.8,4.0,9.5,13.6,0.9,1.5,1.0,2.5,3.2,36.9,42,0,6.0,2014,0,False,0.7,C,50.9,-4.0,2014
140,Lou Williams,ATL,27,60,26,34,24.1,10.4,8.2,40.0,3.9,34.2,3.0,84.9,0.2,1.9,2.1,3.5,1.5,0.8,0.1,1.1,19.1,0,0,-2.8,2014,0,False,0.43,G,60.6,6.6,2014
141,Shawn Marion,DAL,36,76,44,32,31.7,10.4,9.3,48.2,2.1,35.8,0.9,78.5,1.7,4.8,6.5,1.6,1.3,1.2,0.5,1.6,24.5,9,0,-1.8,2014,2,False,0.58,F,52.8,-2.9,2014
142,Nate Robinson,DEN,30,44,22,22,19.7,10.4,8.7,42.8,3.5,37.7,1.9,83.5,0.5,1.4,1.8,2.5,1.3,0.8,0.1,2.1,17.8,0,0,1.9,2014,0,False,0.5,G,56.4,5.7,2014
143,Amir Johnson,TOR,27,77,43,34,28.8,10.4,7.9,56.2,0.9,30.3,1.9,63.6,2.2,4.3,6.6,1.5,1.6,0.7,1.1,3.5,24.5,13,0,2.5,2014,0,False,0.56,F,50.6,-4.4,2014
144,Chris Kaman,LAL,32,39,13,26,18.9,10.4,8.9,50.9,0.1,0.0,1.7,76.5,1.4,4.5,5.9,1.5,1.9,0.3,1.0,2.4,21.7,6,0,-1.5,2014,0,False,0.33,C,38.2,-16.9,2014
145,George Hill,IND,28,76,50,26,32.0,10.3,8.1,44.2,3.4,36.5,2.3,80.7,0.7,3.0,3.7,3.5,1.2,1.0,0.3,2.1,22.6,0,0,4.2,2014,0,False,0.66,G,52.5,-1.1,2014
146,Patrick Beverley,HOU,25,56,39,17,31.3,10.2,8.6,41.4,4.6,36.1,1.8,81.4,1.3,2.2,3.5,2.7,1.2,1.4,0.4,3.1,22.7,0,0,5.2,2014,0,False,0.7,G,52.6,-1.9,2014
147,Patty Mills,SAS,25,81,62,19,18.9,10.2,8.2,46.4,3.9,42.5,1.0,89.0,0.4,1.7,2.1,1.8,0.8,0.8,0.1,1.4,17.5,0,0,4.2,2014,0,False,0.77,G,50.0,-1.2,2014
148,Tim Hardaway Jr.,NYK,22,81,37,44,23.2,10.2,8.5,42.8,4.4,36.3,1.6,82.8,0.2,1.3,1.5,0.8,0.6,0.5,0.1,1.8,14.5,0,0,-2.1,2014,0,False,0.46,G,64.1,9.9,2014
149,Jordan Farmar,LAL,27,41,16,25,22.3,10.1,8.9,41.5,3.9,43.8,1.4,74.6,0.5,2.0,2.5,4.9,2.3,0.9,0.2,1.6,21.5,0,0,-2.2,2014,0,False,0.39,G,61.1,6.9,2014
150,Richard Jefferson,UTA,34,82,25,57,27.0,10.1,8.0,45.0,3.7,40.9,2.0,74.1,0.2,2.5,2.7,1.6,1.1,0.7,0.2,2.0,17.1,0,0,-5.0,2014,0,False,0.3,F,61.6,6.0,2014
151,James Anderson,PHI,25,80,19,61,28.9,10.1,9.0,43.1,4.4,32.8,1.3,72.6,0.7,3.0,3.8,1.9,1.3,0.9,0.4,1.9,19.9,0,0,-6.8,2014,0,False,0.24,G-F,66.4,11.2,2014
152,Xavier Henry,LAL,23,43,16,27,21.1,10.0,8.0,41.7,1.9,34.6,4.1,65.5,0.6,2.1,2.7,1.2,1.3,1.0,0.2,1.8,17.2,0,0,-0.9,2014,0,False,0.37,F-G,58.0,1.8,2014
153,Matt Barnes,LAC,34,63,45,18,27.5,9.9,8.4,43.8,4.5,34.3,1.4,73.3,1.0,3.7,4.6,2.0,1.3,0.9,0.4,2.9,21.1,2,0,5.6,2014,0,False,0.71,F,64.4,9.1,2014
154,CJ Miles,CLE,27,51,21,30,19.3,9.9,8.0,43.5,4.1,39.3,1.5,85.3,0.4,1.7,2.0,1.0,0.9,0.9,0.3,2.0,16.5,0,0,0.9,2014,0,False,0.41,G,60.5,6.1,2014
155,Mario Chalmers,MIA,28,73,49,24,29.8,9.8,7.7,45.4,3.1,38.5,2.2,74.2,0.6,2.4,2.9,4.9,2.2,1.6,0.2,2.9,24.0,1,0,4.2,2014,0,False,0.67,G,55.5,1.8,2014
156,Marcus Thornton,BKN,27,72,33,39,24.2,9.8,8.9,39.4,4.4,34.5,1.6,80.4,0.8,2.0,2.8,1.1,0.9,0.8,0.2,1.5,16.6,0,0,-0.4,2014,0,False,0.46,G,64.9,10.8,2014
157,Mo Williams,POR,31,74,49,25,24.8,9.7,9.1,41.7,3.0,36.9,1.2,87.6,0.6,1.5,2.1,4.3,2.0,0.7,0.1,2.7,19.4,2,0,1.0,2014,0,False,0.66,G,51.8,-0.5,2014
158,Martell Webster,WAS,27,78,42,36,27.7,9.7,7.5,43.3,4.8,39.2,1.6,84.0,0.5,2.4,2.8,1.2,0.7,0.5,0.2,1.9,16.4,1,0,-0.2,2014,0,False,0.54,F-G,58.8,3.7,2014
159,Jason Smith,NOP,28,31,11,20,26.8,9.7,9.1,46.5,0.0,0.0,1.6,78.0,1.6,4.2,5.8,0.9,0.9,0.4,0.9,3.2,21.1,2,0,-2.1,2014,0,False,0.35,C-F,60.4,5.1,2014
160,Marcus Morris Sr.,PHX,24,82,48,34,21.9,9.7,7.9,44.2,3.2,38.1,1.9,76.1,1.0,2.9,3.9,1.1,1.2,0.9,0.2,1.9,18.1,0,0,1.5,2014,0,False,0.59,F,57.7,4.1,2014
161,Raymond Felton,NYK,30,65,31,34,31.0,9.7,9.4,39.5,3.0,31.8,1.9,72.1,0.8,2.2,3.0,5.6,2.0,1.2,0.4,2.4,24.6,2,0,0.4,2014,0,False,0.48,G,55.6,2.4,2014
162,Jordan Hill,LAL,26,72,24,48,20.8,9.7,7.2,54.9,0.0,0.0,2.5,68.5,2.7,4.7,7.4,0.8,1.0,0.4,0.9,2.4,22.5,15,0,-4.2,2014,0,False,0.33,F-C,50.2,-4.2,2014
163,Courtney Lee,MEM,28,79,47,32,25.0,9.6,7.8,48.0,2.5,37.1,1.4,88.4,0.4,2.0,2.4,1.5,0.9,0.8,0.4,1.6,17.3,0,0,0.9,2014,0,False,0.59,G,60.8,6.1,2014
164,Ray Allen,MIA,38,73,47,26,26.5,9.6,7.4,44.2,4.2,37.5,1.6,90.5,0.3,2.5,2.8,2.0,1.2,0.7,0.1,1.6,17.3,0,0,2.2,2014,2,False,0.64,G,70.4,15.8,2014
165,Greivis Vasquez,TOR,27,79,46,33,22.5,9.6,8.3,42.1,3.7,37.7,1.4,88.0,0.3,1.9,2.2,4.1,1.6,0.4,0.1,1.8,18.1,1,0,2.1,2014,0,False,0.58,G,56.1,2.7,2014
166,Mike Scott,ATL,25,80,36,44,18.5,9.6,7.9,47.9,2.5,31.0,1.7,78.0,0.8,2.8,3.6,0.9,1.0,0.4,0.1,1.5,15.7,1,0,-2.4,2014,0,False,0.45,F,59.8,5.8,2014
167,Kyle Singler,DET,26,82,29,53,28.5,9.6,7.3,44.7,3.0,38.2,2.2,82.6,1.4,2.3,3.7,0.9,1.0,0.7,0.5,2.6,18.0,1,0,-2.8,2014,0,False,0.35,F,57.2,2.5,2014
168,Ricky Rubio,MIN,23,82,40,42,32.2,9.5,8.2,38.1,1.6,33.1,3.5,80.2,0.7,3.4,4.2,8.6,2.7,2.3,0.1,2.7,32.1,15,2,4.6,2014,0,False,0.49,G,64.4,9.6,2014
169,Jarrett Jack,CLE,30,80,32,48,28.2,9.5,8.7,41.0,2.3,34.1,1.9,83.9,0.3,2.5,2.8,4.1,1.7,0.7,0.3,1.7,20.2,1,0,-3.0,2014,0,False,0.4,G,56.4,2.2,2014
170,Harrison Barnes,GSW,22,78,48,30,28.3,9.5,8.7,39.9,2.4,34.7,2.3,71.8,0.8,3.1,4.0,1.5,1.1,0.8,0.3,2.0,18.7,1,0,-0.6,2014,0,False,0.62,F,54.4,-1.0,2014
171,Glen Davis,LAC,28,68,30,38,24.4,9.4,8.7,45.7,0.2,36.4,2.0,69.3,1.6,3.6,5.2,1.1,1.1,0.9,0.4,2.3,20.0,5,0,-2.4,2014,0,False,0.44,F-C,51.5,-2.2,2014
172,Brian Roberts,NOP,28,72,28,44,23.2,9.4,8.1,42.0,2.5,36.0,1.8,94.0,0.2,1.7,1.9,3.3,1.3,0.6,0.1,1.8,17.3,0,0,-1.9,2014,0,False,0.39,G,58.8,5.9,2014
173,Timofey Mozgov,DEN,27,82,36,46,21.6,9.4,6.6,52.3,0.3,16.7,3.2,75.4,2.1,4.4,6.4,0.8,1.5,0.3,1.2,2.6,21.4,10,0,0.3,2014,0,False,0.44,C,45.9,-8.7,2014
174,P.J. Tucker,PHX,29,81,48,33,30.7,9.4,7.6,43.1,2.4,38.7,2.5,77.6,2.0,4.5,6.5,1.7,1.3,1.4,0.3,2.5,23.5,11,0,1.6,2014,0,False,0.59,F-G,56.0,0.2,2014
175,Andre Iguodala,GSW,30,63,41,22,32.4,9.3,7.3,48.0,2.8,35.4,2.1,65.2,0.8,3.8,4.7,4.2,1.6,1.5,0.3,1.6,25.0,2,0,9.0,2014,0,False,0.65,F-G,59.5,4.3,2014
176,Jerryd Bayless,BOS,25,72,24,48,23.4,9.3,8.6,40.2,2.9,35.8,1.6,79.7,0.3,1.7,2.0,2.7,1.1,0.8,0.1,2.2,17.4,0,0,-1.5,2014,0,False,0.33,G,65.1,11.4,2014
177,Marvin Williams,UTA,28,66,24,42,25.4,9.1,8.0,43.9,3.5,35.9,1.1,78.1,1.2,3.8,5.1,1.2,0.8,0.8,0.5,2.3,20.0,3,0,-2.6,2014,0,False,0.36,F,54.1,-1.6,2014
178,Kirk Hinrich,CHI,33,73,45,28,29.0,9.1,8.5,39.3,3.3,35.1,1.7,76.0,0.4,2.2,2.6,3.9,1.6,1.1,0.4,2.8,20.9,1,0,2.0,2014,0,False,0.62,G,50.4,-2.9,2014
179,Danny Green,SAS,27,68,54,14,24.3,9.1,7.4,43.2,4.7,41.5,0.9,79.4,0.4,3.0,3.4,1.5,1.1,1.0,0.9,1.6,19.9,1,0,4.9,2014,0,False,0.79,G-F,56.1,0.6,2014
180,Boris Diaw,SAS,32,79,60,19,25.0,9.1,7.3,52.1,1.4,40.2,1.2,73.9,0.9,3.2,4.1,2.8,1.5,0.6,0.4,1.8,19.6,2,0,4.0,2014,0,False,0.76,F,53.2,-1.4,2014
181,Brandan Wright,DAL,26,58,36,22,18.6,9.1,5.7,67.7,0.0,0.0,1.8,72.6,1.8,2.4,4.2,0.5,0.6,0.6,0.9,1.6,18.8,2,0,2.1,2014,0,False,0.62,F,57.3,2.0,2014
182,Wesley Johnson,LAL,26,79,27,52,28.4,9.1,8.2,42.5,3.4,36.9,1.0,79.2,0.9,3.5,4.4,1.6,1.1,1.1,1.0,2.6,21.7,4,0,-4.7,2014,0,False,0.34,F,62.2,6.5,2014
183,Tony Allen,MEM,32,55,31,24,23.2,9.0,7.5,49.4,0.9,23.4,2.2,62.8,1.4,2.3,3.8,1.7,1.6,1.6,0.3,2.2,20.4,1,0,1.7,2014,0,False,0.56,G,41.0,-12.3,2014
184,Aaron Brooks,DEN,29,72,42,30,21.6,9.0,8.1,40.1,3.4,38.7,1.3,87.4,0.6,1.3,1.9,3.2,1.6,0.7,0.2,2.0,17.2,2,0,-1.3,2014,0,False,0.58,G,59.3,5.8,2014
185,Ben McLemore,SAC,21,82,28,54,26.7,8.8,8.3,37.6,3.6,32.0,1.7,80.4,0.6,2.2,2.9,1.0,1.2,0.5,0.2,2.5,14.9,0,0,-2.5,2014,0,False,0.34,G,61.2,6.1,2014
186,Tyson Chandler,NYK,31,55,24,31,30.2,8.7,5.9,59.3,0.0,0.0,2.8,63.2,2.9,6.7,9.6,1.1,1.3,0.7,1.1,2.6,26.0,16,0,0.3,2014,1,False,0.44,C,53.4,-1.2,2014
187,Kelly Olynyk,BOS,23,70,18,52,20.0,8.7,7.2,46.6,1.6,35.1,1.7,81.1,2.0,3.2,5.2,1.6,1.5,0.5,0.4,3.2,18.4,3,0,-0.1,2014,0,False,0.26,C-F,54.6,0.3,2014
188,Will Bynum,DET,31,56,17,39,18.8,8.7,7.7,42.8,1.1,32.3,2.2,80.2,0.4,1.3,1.8,3.9,1.8,0.7,0.1,2.2,17.2,1,0,-1.9,2014,0,False,0.3,G,57.3,4.8,2014
189,Andrew Bynum,IND,26,26,11,15,19.8,8.7,8.7,41.8,0.0,0.0,1.9,75.5,2.0,3.5,5.6,1.1,1.3,0.2,1.1,1.2,19.8,2,0,-5.2,2014,1,False,0.42,C,47.8,-6.4,2014
190,Mirza Teletovic,BKN,28,72,41,31,19.4,8.6,7.3,41.8,4.8,39.0,0.9,71.0,0.8,2.9,3.7,0.8,0.8,0.4,0.3,2.0,15.7,2,0,-1.3,2014,0,False,0.57,F,52.2,-1.6,2014
191,Patrick Patterson,TOR,25,65,37,28,23.6,8.5,7.5,46.0,2.3,36.4,1.1,70.4,1.8,3.5,5.3,1.2,1.0,0.8,0.6,2.4,19.9,1,0,2.6,2014,0,False,0.57,F,53.2,-2.0,2014
192,Jeremy Lamb,OKC,22,78,57,21,19.7,8.5,7.8,43.2,3.2,35.6,0.8,79.7,0.3,2.1,2.4,1.5,0.8,0.7,0.3,1.8,16.0,0,0,2.8,2014,0,False,0.73,G,57.0,4.0,2014
193,Josh McRoberts,CHA,27,78,39,39,30.3,8.5,7.3,43.6,3.7,36.1,1.1,72.9,1.1,3.7,4.8,4.3,1.1,0.7,0.6,2.4,23.6,2,0,0.5,2014,0,False,0.5,F,55.0,0.1,2014
194,Anderson Varejao,CLE,31,65,25,40,27.7,8.4,7.1,49.5,0.1,0.0,2.1,68.1,2.9,6.8,9.7,2.2,1.1,1.1,0.6,2.5,27.1,16,0,1.0,2014,0,False,0.38,C,50.9,-2.5,2014
195,Troy Daniels,HOU,22,5,3,2,15.0,8.4,6.2,48.4,5.0,48.0,0.0,0.0,0.0,0.8,0.8,1.0,0.6,0.0,0.0,1.2,10.3,0,0,5.6,2014,0,False,0.6,G,72.7,19.9,2014
196,Evan Fournier,DEN,21,76,35,41,19.8,8.4,7.2,41.9,3.1,37.6,1.6,75.6,0.4,2.2,2.7,1.5,1.3,0.4,0.1,2.4,14.1,0,0,0.1,2014,0,False,0.46,G,61.5,7.6,2014
197,Kris Humphries,BOS,29,69,22,47,19.9,8.4,6.7,50.1,0.0,0.0,2.1,81.3,1.8,4.1,5.9,1.0,0.9,0.4,0.9,2.0,20.0,8,0,-2.6,2014,0,False,0.32,C-F,51.7,-3.0,2014
198,Anthony Morrow,NOP,28,76,32,44,18.8,8.4,6.8,45.8,2.6,45.1,1.1,82.8,0.4,1.5,1.8,0.8,0.7,0.5,0.2,1.3,13.0,0,0,0.6,2014,0,False,0.42,G,63.0,9.2,2014
199,J.J. Barea,MIN,30,79,40,39,18.6,8.4,8.3,38.7,2.9,31.6,1.3,79.0,0.2,1.7,1.9,3.8,1.6,0.3,0.0,1.6,15.9,1,0,-1.2,2014,0,False,0.51,G,63.5,10.9,2014
200,Drew Gooden,WAS,32,22,12,10,18.0,8.3,6.5,53.1,0.8,41.2,1.2,88.9,1.7,3.5,5.2,0.7,0.8,0.5,0.3,2.4,17.1,1,0,-1.3,2014,0,False,0.55,F,61.1,7.4,2014
201,Shaun Livingston,BKN,28,76,42,34,26.0,8.3,6.4,48.3,0.1,16.7,2.5,82.7,0.9,2.4,3.2,3.2,1.4,1.2,0.4,2.3,20.5,1,0,0.8,2014,0,False,0.55,G,46.9,-7.4,2014
202,Danny Granger,LAC,31,41,31,10,20.7,8.2,7.5,37.8,3.1,33.6,1.6,94.0,0.8,2.5,3.2,1.0,1.1,0.3,0.4,1.5,14.6,0,0,2.3,2014,0,False,0.76,F,45.7,-8.8,2014
203,Tiago Splitter,SAS,29,59,46,13,21.5,8.2,5.9,52.3,0.1,0.0,2.9,69.9,2.1,4.1,6.2,1.5,1.3,0.5,0.5,2.0,19.6,5,0,4.5,2014,0,False,0.78,C,42.8,-12.0,2014
204,Manny Harris,LAL,24,9,2,7,20.0,8.1,7.8,40.0,2.2,35.0,1.3,83.3,0.8,3.0,3.8,1.2,1.0,0.4,0.1,1.1,15.1,0,0,-5.7,2014,0,False,0.22,G,86.7,31.7,2014
205,Miles Plumlee,PHX,25,80,47,33,24.5,8.1,6.9,51.7,0.0,0.0,1.7,56.1,2.5,5.4,7.8,0.5,1.4,0.6,1.1,2.3,22.1,11,0,0.6,2014,0,False,0.59,C-F,49.5,-5.7,2014
206,Derrick Williams,SAC,23,78,29,49,23.3,8.0,6.2,42.7,1.3,26.3,3.3,71.8,0.9,3.2,4.1,0.7,1.0,0.6,0.3,1.5,15.7,5,0,-2.3,2014,0,False,0.37,F,58.7,3.7,2014
207,Jeffery Taylor,CHA,25,26,12,14,24.2,8.0,8.4,37.6,2.6,26.9,1.8,55.3,0.6,1.7,2.3,0.8,1.0,0.5,0.2,2.4,13.2,0,0,-2.9,2014,0,False,0.46,F,43.4,-9.9,2014
208,Ryan Kelly,LAL,23,59,15,44,22.2,8.0,6.3,42.3,2.4,33.8,2.3,81.5,0.7,3.0,3.7,1.6,0.8,0.5,0.8,2.5,18.0,2,0,-1.5,2014,0,False,0.25,F,60.1,4.8,2014
209,Kendall Marshall,LAL,22,54,14,40,29.0,8.0,7.8,40.6,3.3,39.9,0.7,52.8,0.3,2.6,2.9,8.8,2.8,0.9,0.1,1.4,24.8,15,0,-3.2,2014,0,False,0.26,G,74.0,19.6,2014
210,Jermaine O'Neal,GSW,35,44,27,17,20.1,7.9,5.6,50.4,0.0,0.0,3.0,75.0,1.9,3.6,5.5,0.6,1.2,0.3,0.9,2.3,17.9,2,0,0.5,2014,3,False,0.61,C-F,43.2,-11.8,2014
211,Michael Beasley,MIA,25,55,36,19,15.1,7.9,6.5,49.9,1.0,38.9,1.4,77.2,0.6,2.6,3.1,0.8,1.0,0.4,0.4,1.7,14.2,0,0,-0.8,2014,0,False,0.65,F,51.8,-2.2,2014
212,Devin Harris,DAL,31,40,24,16,20.4,7.9,6.4,37.8,2.5,30.7,2.9,80.0,0.2,1.9,2.1,4.5,1.5,0.7,0.1,1.8,17.9,1,0,3.9,2014,0,False,0.6,G,65.6,11.6,2014
213,Larry Sanders,MIL,25,23,3,20,25.4,7.7,7.0,46.9,0.0,0.0,2.4,47.3,2.6,4.6,7.2,0.8,1.1,0.8,1.7,3.2,24.0,2,0,-4.8,2014,0,False,0.13,C,44.5,-10.3,2014
214,Zaza Pachulia,MIL,30,53,10,43,25.0,7.7,6.6,42.7,0.0,0.0,2.5,84.6,2.7,3.6,6.3,2.6,1.7,0.8,0.3,2.3,20.7,4,0,-3.4,2014,0,False,0.19,C,57.9,3.4,2014
215,Austin Rivers,NOP,21,69,27,42,19.4,7.7,6.9,40.5,1.4,36.4,2.5,63.6,0.4,1.5,1.9,2.3,1.1,0.7,0.1,1.9,14.6,1,0,-0.2,2014,0,False,0.39,G,52.2,-1.2,2014
216,Luis Scola,IND,34,82,56,26,17.1,7.6,6.8,47.0,0.1,14.3,1.7,72.8,1.0,3.7,4.8,1.0,1.3,0.3,0.2,2.0,15.1,1,0,0.0,2014,0,False,0.68,F,53.3,-1.4,2014
217,Henry Sims,PHI,24,46,11,35,19.0,7.6,6.0,47.4,0.0,0.0,2.6,74.4,2.3,2.9,5.2,1.1,0.9,0.6,0.4,2.5,17.7,4,0,-3.0,2014,0,False,0.24,C,54.2,-0.7,2014
218,Leandro Barbosa,PHX,31,20,12,8,18.4,7.5,6.6,42.7,1.3,28.0,2.0,79.5,0.3,1.6,1.9,1.6,1.0,0.4,0.2,1.5,12.8,0,0,2.7,2014,0,False,0.6,G,40.9,-11.9,2014
219,Shelvin Mack,ATL,24,73,33,40,20.4,7.5,6.9,41.7,2.5,33.7,1.0,86.5,0.3,1.9,2.2,3.7,1.2,0.7,0.0,1.4,16.6,1,0,-0.7,2014,0,False,0.45,G,57.1,3.6,2014
220,Mason Plumlee,BKN,24,70,37,33,18.2,7.4,4.3,65.9,0.0,0.0,2.8,62.6,1.4,3.0,4.4,0.9,1.1,0.7,0.8,2.4,17.4,4,0,-1.3,2014,0,False,0.53,F-C,54.9,0.4,2014
221,Maurice Harkless,ORL,21,80,22,58,24.4,7.4,6.0,46.4,1.9,38.3,1.8,59.4,0.9,2.4,3.3,1.0,1.1,1.2,0.6,1.8,17.3,1,0,-3.8,2014,0,False,0.28,F,60.1,4.8,2014
222,James Johnson,MEM,27,52,33,19,18.4,7.4,5.9,46.4,1.7,25.3,1.7,84.4,1.2,2.0,3.2,2.1,1.3,0.8,1.1,2.0,18.9,1,0,1.8,2014,0,False,0.63,F,57.5,2.2,2014
