,Player,Team,AGE,GP_x,W,L,MIN,PTS,FGA,FG%,3PA,3P%,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Year,累積前三隊,當年有無入選,勝率,position,DFG_percent,DIFF_percent,year
333,Mario Hezonja,ORL,22,65,20,45,14.8,4.9,5.1,35.5,2.2,29.9,0.8,80.0,0.3,1.9,2.2,1.0,0.9,0.5,0.2,1.1,10.2,0,0,-4.4,2017,0,False,0.31,G-F,50.5,-6.3,2017
334,Tiago Splitter,PHI,32,8,1,7,9.5,4.9,3.9,45.2,0.8,33.3,1.4,81.8,1.0,1.8,2.8,0.5,0.8,0.1,0.1,1.0,8.9,0,0,-0.5,2017,0,False,0.12,C-F,56.5,1.5,2017
335,Toney Douglas,MEM,31,24,15,9,16.4,4.9,4.9,36.8,1.8,16.7,1.2,82.8,0.5,2.0,2.5,2.3,0.9,0.8,0.2,2.1,13.4,0,0,0.5,2017,0,False,0.62,G,60.0,6.4,2017
336,Aron Baynes,DET,30,75,34,41,15.5,4.9,3.7,51.3,0.0,0.0,1.3,84.0,1.5,3.0,4.4,0.4,0.7,0.2,0.5,2.2,12.4,2,0,1.8,2017,0,False,0.45,C-F,47.2,-8.9,2017
337,Josh McRoberts,MIA,30,22,6,16,17.3,4.9,5.4,37.3,1.4,41.9,0.4,66.7,1.0,2.3,3.4,2.3,1.0,0.5,0.2,1.4,13.2,0,0,-3.3,2017,0,False,0.27,F,65.8,9.4,2017
338,Jarell Eddie,PHX,25,5,0,5,12.5,4.8,3.8,31.6,3.2,25.0,1.8,88.9,0.2,1.2,1.4,0.0,0.2,0.2,0.0,0.2,6.9,0,0,-1.0,2017,0,False,0.0,G-F,57.1,2.3,2017
339,Cristiano Felicio,CHI,24,66,31,35,15.8,4.8,3.3,57.9,0.0,0.0,1.4,64.5,1.9,2.8,4.7,0.6,0.5,0.4,0.3,1.7,12.8,3,0,-0.5,2017,0,False,0.47,F-C,58.1,2.9,2017
340,Luke Babbitt,MIA,28,68,35,33,15.7,4.8,4.1,40.2,3.1,41.4,0.2,73.3,0.2,1.9,2.1,0.5,0.4,0.3,0.2,1.7,9.0,0,0,-0.1,2017,0,False,0.51,F,57.5,1.2,2017
341,Kevin Seraphin,IND,27,49,23,26,11.4,4.7,4.0,55.1,0.0,0.0,0.4,63.6,0.8,2.1,2.9,0.5,0.6,0.1,0.4,1.3,10.0,0,0,-2.1,2017,0,False,0.47,F-C,46.7,-10.4,2017
342,David West,GSW,36,68,56,12,12.6,4.6,3.7,53.6,0.1,37.5,0.8,76.8,0.7,2.3,3.0,2.2,1.1,0.6,0.7,1.5,14.4,0,0,1.8,2017,0,False,0.82,F,52.4,-3.6,2017
343,Isaiah Canaan,CHI,26,39,19,20,15.2,4.6,4.4,36.4,2.4,26.6,0.8,90.9,0.2,1.1,1.3,0.9,0.5,0.6,0.0,0.9,8.8,0,0,-2.2,2017,0,False,0.49,G,58.9,5.8,2017
344,Boris Diaw,UTA,35,73,45,28,17.6,4.6,4.5,44.6,1.1,24.7,0.5,74.3,0.6,1.5,2.2,2.3,1.2,0.2,0.1,1.1,10.6,0,0,0.3,2017,0,False,0.62,C-F,56.8,1.2,2017
345,Roy Hibbert,DEN,30,48,24,24,14.2,4.6,3.1,54.4,0.0,0.0,1.6,81.3,1.1,2.0,3.2,0.4,0.7,0.2,1.0,2.1,11.8,1,0,-0.5,2017,0,False,0.5,C,43.8,-10.9,2017
346,Kris Humphries,ATL,32,56,31,25,12.3,4.6,3.8,40.7,1.0,35.2,1.5,78.0,1.1,2.6,3.7,0.5,0.5,0.3,0.4,1.2,11.2,0,0,-1.2,2017,0,False,0.55,F,52.1,-2.9,2017
347,Reggie Bullock,DET,26,31,13,18,15.1,4.5,4.1,42.2,2.4,38.4,0.2,71.4,0.4,1.6,2.1,0.9,0.3,0.6,0.1,0.7,10.1,0,0,1.8,2017,0,False,0.42,F,54.8,1.9,2017
348,C.J. Watson,ORL,33,62,20,42,16.3,4.5,4.0,38.7,1.7,30.5,1.1,86.4,0.3,1.2,1.4,1.8,0.8,0.7,0.0,1.4,10.4,0,0,-3.0,2017,0,False,0.32,G,69.7,14.5,2017
349,Corey Brewer,LAL,31,82,47,35,15.6,4.5,4.2,42.2,1.4,22.9,0.8,73.5,0.4,1.6,2.0,1.2,0.7,0.7,0.2,1.6,11.0,0,0,0.9,2017,0,False,0.57,F,69.3,13.2,2017
350,Davis Bertans,SAS,24,67,51,16,12.1,4.5,3.5,44.0,2.6,39.9,0.5,82.4,0.3,1.1,1.5,0.7,0.5,0.3,0.4,1.1,9.0,0,0,1.7,2017,0,False,0.76,F,58.4,3.1,2017
351,Reggie Williams,NOP,30,6,1,5,13.2,4.5,3.8,34.8,1.8,45.5,1.2,85.7,0.3,0.7,1.0,0.7,0.0,0.5,0.0,0.3,8.2,0,0,-4.0,2017,0,False,0.17,F,61.5,5.0,2017
352,Reggie Williams,NOP,30,6,1,5,13.2,4.5,3.8,34.8,1.8,45.5,1.2,85.7,0.3,0.7,1.0,0.7,0.0,0.5,0.0,0.3,8.2,0,0,-4.0,2017,0,False,0.17,F,61.5,5.0,2017
353,Jarrod Uthoff,DAL,24,9,2,7,12.7,4.4,4.2,42.1,1.0,33.3,0.8,71.4,0.9,1.6,2.4,1.0,0.3,0.2,0.4,0.9,10.5,0,0,-6.9,2017,0,False,0.22,F,69.2,16.7,2017
354,Lucas Nogueira,TOR,24,57,34,23,19.1,4.4,2.7,66.0,0.2,25.0,1.2,65.7,1.4,2.8,4.3,0.7,0.8,0.9,1.6,2.4,17.3,0,0,3.1,2017,0,False,0.6,C,49.2,-7.0,2017
355,Noah Vonleh,POR,21,74,38,36,17.1,4.4,3.6,48.1,0.3,35.0,1.3,63.8,1.8,3.5,5.2,0.4,0.9,0.4,0.4,2.1,12.8,4,0,-1.2,2017,0,False,0.51,F,49.8,-6.4,2017
356,Donatas Motiejunas,NOP,26,34,16,18,14.1,4.4,4.1,41.3,1.4,23.4,1.4,51.0,0.8,2.2,3.0,0.9,0.9,0.5,0.3,1.6,11.0,0,0,-3.5,2017,0,False,0.47,F-C,61.1,3.9,2017
357,Stanley Johnson,DET,21,77,35,42,17.8,4.4,4.7,35.3,2.0,29.2,0.7,67.9,0.5,2.0,2.5,1.4,0.9,0.7,0.3,1.6,11.6,0,0,0.0,2017,0,False,0.45,F,51.5,-4.1,2017
358,Jordan McRae,CLE,26,37,26,11,10.4,4.4,4.1,38.7,1.4,35.3,0.9,79.4,0.2,0.9,1.1,0.5,0.4,0.2,0.2,0.8,7.2,0,0,-1.6,2017,0,False,0.7,G,60.8,7.2,2017
359,Ed Davis,POR,28,46,19,27,17.2,4.3,3.1,52.8,0.0,0.0,1.8,61.7,2.1,3.2,5.3,0.6,0.8,0.3,0.5,3.0,13.2,3,0,-2.8,2017,0,False,0.41,F,56.2,0.2,2017
360,Dorian Finney-Smith,DAL,24,81,33,48,20.3,4.3,4.1,37.2,2.4,29.3,0.8,75.4,0.7,2.1,2.7,0.8,0.6,0.6,0.3,1.5,11.1,0,0,-1.5,2017,0,False,0.41,F,59.9,4.8,2017
361,Tyler Ennis,LAL,22,53,28,25,11.1,4.3,3.9,43.3,1.3,38.6,0.5,84.0,0.2,0.7,0.8,1.6,0.8,0.5,0.0,1.1,8.4,0,0,0.0,2017,0,False,0.53,G,55.2,0.3,2017
362,KJ McDaniels,BKN,24,49,28,21,10.3,4.2,3.4,45.6,1.3,30.3,0.8,84.2,0.3,1.4,1.7,0.3,0.6,0.4,0.4,1.0,8.3,0,0,-0.9,2017,0,False,0.57,G-F,50.0,-4.8,2017
363,Brandon Rush,MIN,31,47,15,32,21.9,4.2,4.0,37.4,2.4,38.6,0.4,72.2,0.3,1.8,2.1,1.0,0.6,0.5,0.5,0.9,10.4,0,0,-0.9,2017,0,False,0.32,G-F,58.0,1.4,2017
364,Pascal Siakam,TOR,23,55,35,20,15.6,4.2,3.7,50.2,0.1,14.3,0.6,68.8,1.2,2.2,3.4,0.3,0.6,0.5,0.8,2.0,11.9,0,0,-0.9,2017,0,False,0.64,F,55.4,-0.7,2017
365,Jason Terry,MIL,39,74,37,37,18.4,4.1,3.3,43.2,2.3,42.7,0.4,82.8,0.2,1.2,1.4,1.3,0.5,0.6,0.3,1.3,10.0,0,0,1.4,2017,0,False,0.5,G,61.4,6.8,2017
366,Ron Baker,NYK,24,52,14,38,16.5,4.1,4.2,37.8,1.7,26.7,0.8,65.1,0.2,1.7,1.9,2.1,1.1,0.7,0.2,1.4,10.8,0,0,-1.1,2017,0,False,0.27,G,48.0,-6.8,2017
367,Shabazz Napier,POR,25,53,26,27,9.7,4.1,3.5,39.9,1.7,37.0,0.9,77.6,0.2,1.0,1.2,1.3,0.8,0.6,0.0,0.7,8.5,0,0,0.3,2017,0,False,0.49,G,62.5,7.2,2017
368,Edy Tavares,CLE,25,2,1,1,13.8,4.0,2.5,80.0,0.0,0.0,1.5,0.0,2.0,3.5,5.5,0.5,1.0,0.0,3.0,1.5,19.4,0,0,5.0,2017,0,False,0.5,C,43.8,-4.3,2017
369,Justin Harper,PHI,27,3,1,2,10.4,4.0,4.0,41.7,2.3,28.6,0.0,0.0,0.7,1.0,1.7,0.7,1.3,0.0,0.0,0.7,5.7,0,0,-3.7,2017,0,False,0.33,F,45.5,-9.1,2017
370,Patrick McCaw,GSW,21,71,57,14,15.1,4.0,3.5,43.3,1.7,33.3,0.5,78.4,0.3,1.1,1.4,1.1,0.5,0.5,0.2,0.9,8.8,0,0,-0.6,2017,0,False,0.8,G,63.4,7.4,2017
371,Thon Maker,MIL,20,57,31,26,9.9,4.0,3.2,45.9,1.3,37.8,0.9,65.3,0.7,1.3,2.0,0.4,0.3,0.2,0.5,1.5,8.6,0,0,-0.5,2017,0,False,0.54,F-C,55.3,-2.7,2017
372,Kay Felder,CLE,22,42,25,17,9.2,4.0,3.8,39.2,0.5,31.8,1.2,71.4,0.1,0.9,1.0,1.4,0.7,0.4,0.2,0.9,8.3,0,0,-1.3,2017,0,False,0.6,G,51.5,0.4,2017
373,Jarell Martin,MEM,23,42,23,19,13.3,3.9,3.6,38.4,0.6,36.0,1.2,80.0,1.0,2.9,3.9,0.2,0.7,0.4,0.2,2.2,10.0,1,0,-1.7,2017,0,False,0.55,F,58.3,4.2,2017
374,Anthony Brown,ORL,24,11,3,8,14.5,3.9,4.5,36.0,2.5,25.9,0.0,0.0,0.7,2.3,3.0,0.7,0.5,0.5,0.1,1.4,9.7,0,0,0.4,2017,0,False,0.27,F,60.0,6.6,2017
375,Pierre Jackson,DAL,25,9,4,5,9.4,3.9,4.3,33.3,1.2,27.3,0.8,85.7,0.1,0.9,1.0,2.1,0.3,0.2,0.0,0.6,8.6,0,0,6.1,2017,0,False,0.44,G,60.0,2.4,2017
376,Jonas Jerebko,BOS,30,78,51,27,15.8,3.8,3.4,43.5,1.7,34.6,0.5,70.3,0.8,2.7,3.5,0.9,0.5,0.3,0.2,1.6,10.5,0,0,0.5,2017,0,False,0.65,F,58.4,2.3,2017
377,Malik Beasley,DEN,20,22,12,10,7.5,3.8,3.3,45.2,1.3,32.1,0.5,80.0,0.2,0.5,0.8,0.5,0.4,0.3,0.0,0.5,6.0,0,0,2.6,2017,0,False,0.55,G,62.5,5.2,2017
378,Kris Dunn,MIN,23,78,30,48,17.1,3.8,4.0,37.7,0.9,28.8,0.8,61.0,0.3,1.8,2.1,2.4,1.1,1.0,0.5,2.3,13.2,1,0,-1.7,2017,0,False,0.38,G,53.8,-1.8,2017
379,Malachi Richardson,SAC,21,22,9,13,9.0,3.6,3.1,41.2,1.3,28.6,0.9,78.9,0.1,0.9,1.0,0.5,0.4,0.2,0.0,1.0,6.1,0,0,-0.8,2017,0,False,0.41,G,70.0,13.5,2017
380,Adreian Payne,MIN,26,18,5,13,7.5,3.5,3.0,42.6,0.8,20.0,1.1,73.7,0.5,1.3,1.8,0.4,0.4,0.4,0.4,1.8,8.3,0,0,0.4,2017,0,False,0.28,F,56.7,1.8,2017
381,Tyler Zeller,BOS,27,51,32,19,10.3,3.5,3.1,49.4,0.0,0.0,0.8,56.4,0.8,1.6,2.4,0.8,0.4,0.1,0.4,1.2,8.9,1,0,0.0,2017,0,False,0.63,C,50.0,-6.2,2017
382,Tyus Jones,MIN,21,60,23,37,12.9,3.5,3.0,41.4,1.2,35.6,0.7,76.7,0.2,1.0,1.1,2.6,0.6,0.8,0.1,0.8,10.7,0,0,0.6,2017,0,False,0.38,G,71.2,17.2,2017
383,Brian Roberts,CHA,31,41,16,25,10.2,3.5,3.0,37.7,1.1,38.6,1.0,84.6,0.1,0.8,1.0,1.3,0.6,0.2,0.0,0.4,6.6,0,0,-1.4,2017,0,False,0.39,G,68.4,14.8,2017
384,Rashad Vaughn,MIL,20,41,18,23,11.2,3.5,3.8,36.5,2.0,32.1,0.1,40.0,0.1,1.1,1.2,0.6,0.3,0.5,0.2,0.8,7.5,0,0,-1.9,2017,0,False,0.44,G,55.7,0.5,2017
385,Johnny O'Bryant III,CHA,24,11,4,7,7.3,3.5,2.7,50.0,0.5,50.0,0.5,83.3,0.8,0.9,1.7,0.5,0.5,0.0,0.1,0.9,6.1,0,0,-2.4,2017,0,False,0.36,F-C,68.8,9.9,2017
386,Jose Calderon,ATL,35,41,15,26,13.1,3.4,3.3,41.0,1.6,31.3,0.3,91.7,0.4,1.4,1.8,2.1,1.0,0.3,0.0,0.9,8.7,0,0,-2.6,2017,0,False,0.37,G,73.7,17.9,2017
387,Dejounte Murray,SAS,20,38,29,9,8.5,3.4,3.1,43.1,0.6,39.1,0.8,70.0,0.2,0.9,1.1,1.3,1.0,0.2,0.2,0.8,6.7,0,0,0.0,2017,0,False,0.76,G,61.4,6.7,2017
388,Kyle Anderson,SAS,23,72,53,19,14.2,3.4,2.9,44.5,0.6,37.5,0.8,78.9,0.5,2.4,2.9,1.3,0.5,0.7,0.4,0.9,11.4,0,0,2.5,2017,0,False,0.74,G-F,54.5,0.2,2017
389,Dragan Bender,PHX,19,43,13,30,13.3,3.4,3.7,35.4,2.3,27.7,0.3,36.4,0.5,1.9,2.4,0.5,0.7,0.2,0.5,1.7,8.6,1,0,-0.6,2017,0,False,0.3,F,56.1,-0.1,2017
390,Jared Sullinger,TOR,25,11,2,9,10.7,3.4,4.3,31.9,1.6,16.7,0.7,50.0,0.9,1.5,2.5,0.3,0.4,0.4,0.1,1.5,7.7,0,0,-2.6,2017,0,False,0.18,C-F,35.3,-19.4,2017
391,Gary Payton II,MIL,24,6,2,4,16.5,3.3,3.7,36.4,1.5,11.1,0.8,60.0,0.0,2.0,2.0,2.2,1.7,0.5,0.7,1.5,10.8,0,0,-9.7,2017,0,False,0.33,G,53.8,-5.9,2017
392,Norris Cole,OKC,28,13,5,8,9.6,3.3,4.0,30.8,1.0,23.1,0.8,80.0,0.0,0.8,0.8,1.1,0.5,0.6,0.0,1.4,7.2,0,0,-1.2,2017,0,False,0.38,G,83.3,26.6,2017
393,Nicolas Laprovittola,SAS,27,18,15,3,9.7,3.3,2.6,42.6,1.5,37.0,0.5,100.0,0.1,0.5,0.6,1.6,1.1,0.2,0.1,1.1,6.1,0,0,-2.4,2017,0,False,0.83,G,64.5,8.8,2017
394,Darrun Hilliard,DET,24,39,19,20,9.8,3.3,3.2,37.3,1.2,26.1,0.7,75.0,0.1,0.8,0.8,0.8,0.7,0.3,0.1,1.0,5.8,0,0,0.3,2017,0,False,0.49,G-F,57.6,4.1,2017
395,Paul Pierce,LAC,39,25,16,9,11.1,3.2,2.8,40.0,1.7,34.9,0.5,76.9,0.0,1.9,1.9,0.4,0.6,0.2,0.2,1.6,6.6,0,0,1.1,2017,4,False,0.64,F,59.6,3.7,2017
396,Wade Baldwin IV,MEM,21,33,18,15,12.3,3.2,3.5,31.3,0.7,13.6,1.1,83.8,0.3,1.1,1.4,1.8,1.2,0.5,0.2,1.2,8.7,0,0,-4.2,2017,0,False,0.55,G,61.1,8.4,2017
397,Henry Ellenson,DET,20,19,8,11,7.7,3.2,3.4,35.9,1.8,28.6,0.4,50.0,0.4,1.7,2.2,0.4,0.7,0.1,0.1,0.3,5.9,1,0,-0.2,2017,0,False,0.42,F,50.0,-3.8,2017
398,Briante Weber,CHA,24,20,12,8,10.2,3.1,3.0,41.7,0.5,10.0,0.8,68.8,0.4,0.9,1.3,1.1,0.4,0.6,0.1,0.8,7.8,0,0,-2.5,2017,0,False,0.6,G,78.9,25.2,2017
399,Maurice Ndour,NYK,25,32,10,22,10.4,3.1,2.7,45.3,0.2,14.3,0.8,73.1,0.7,1.3,2.0,0.3,0.4,0.5,0.3,0.9,7.6,1,0,-0.1,2017,0,False,0.31,F,55.4,-0.5,2017
400,Jakob Poeltl,TOR,21,54,38,16,11.6,3.1,2.1,58.3,0.0,0.0,1.1,54.4,1.4,1.6,3.1,0.2,0.5,0.3,0.4,2.1,8.6,0,0,-0.1,2017,0,False,0.7,C,52.3,-2.8,2017
401,Jarrett Jack,NOP,33,2,1,1,16.5,3.0,1.5,66.7,0.5,0.0,1.0,100.0,0.0,0.0,0.0,2.5,1.5,1.0,0.0,2.0,8.3,0,0,-3.0,2017,0,False,0.5,G,66.7,12.6,2017
402,Sheldon Mac,WAS,24,30,17,13,9.6,3.0,2.5,40.0,1.0,23.3,0.9,85.2,0.1,1.0,1.1,0.5,0.2,0.3,0.1,0.6,5.9,0,0,-1.8,2017,0,False,0.57,G-F,66.7,12.9,2017
403,Sasha Vujacic,NYK,33,42,14,28,9.7,3.0,3.2,30.9,1.8,31.1,0.6,70.8,0.3,1.1,1.4,1.2,0.4,0.3,0.0,0.9,7.2,0,0,-0.2,2017,0,False,0.33,G,63.5,9.6,2017
404,Andrew Bogut,CLE,32,27,8,19,21.6,2.9,3.0,46.9,0.0,0.0,0.4,27.3,2.1,6.0,8.1,1.8,1.6,0.5,0.9,3.2,18.0,0,0,-1.3,2017,1,False,0.3,C,52.5,-4.1,2017
405,Salah Mejri,DAL,31,73,29,44,12.4,2.9,1.9,64.2,0.0,33.3,0.8,59.0,1.3,2.9,4.2,0.2,0.5,0.4,0.8,2.1,11.5,1,0,-0.2,2017,0,False,0.4,C,50.9,-5.1,2017
406,Lavoy Allen,IND,28,61,31,30,14.3,2.9,2.8,45.8,0.0,0.0,0.5,69.7,1.7,1.9,3.6,0.9,0.5,0.3,0.4,1.3,10.2,2,0,-2.0,2017,0,False,0.51,F-C,49.1,-7.0,2017
407,Fred VanVleet,TOR,23,37,25,12,7.9,2.9,3.0,35.1,0.8,37.9,0.6,81.8,0.1,1.0,1.1,0.9,0.4,0.4,0.1,1.0,6.8,0,0,1.8,2017,0,False,0.68,G,67.9,16.0,2017
408,Alan Anderson,LAC,34,30,20,10,10.3,2.9,2.7,37.5,1.5,31.8,0.5,75.0,0.1,0.7,0.8,0.4,0.2,0.1,0.0,1.2,4.4,0,0,-2.6,2017,0,False,0.67,F-G,75.0,19.3,2017
409,Jeff Withey,UTA,27,51,33,18,8.5,2.9,2.0,53.4,0.0,0.0,0.9,75.0,1.0,1.4,2.4,0.1,0.3,0.3,0.6,1.0,8.5,0,0,-0.4,2017,0,False,0.65,C,53.9,-2.9,2017
410,Semaj Christon,OKC,24,64,36,28,15.2,2.9,3.5,34.5,1.0,19.0,0.5,54.8,0.3,1.1,1.4,2.0,0.7,0.4,0.1,1.2,8.5,0,0,-2.2,2017,0,False,0.56,G,63.9,11.3,2017
411,James Michael McAdoo,GSW,24,52,43,9,8.8,2.8,2.3,53.0,0.2,25.0,0.8,50.0,0.7,1.1,1.8,0.3,0.4,0.3,0.6,0.9,7.8,0,0,-0.8,2017,0,False,0.83,F,53.0,-1.5,2017
412,Chinanu Onuaku,HOU,20,5,2,3,10.3,2.8,1.4,71.4,0.0,0.0,0.8,100.0,0.4,1.6,2.0,0.6,0.8,0.6,0.2,1.2,7.7,0,0,-9.0,2017,0,False,0.4,F-C,69.2,11.3,2017
413,Marcus Georges-Hunt,ORL,23,5,2,3,9.5,2.8,1.4,28.6,0.4,50.0,2.0,90.0,0.2,1.6,1.8,0.6,0.4,0.2,0.0,1.0,6.1,0,0,-5.0,2017,0,False,0.4,G,100.0,42.7,2017
414,Okaro White,MIA,24,35,26,9,13.5,2.8,2.5,37.9,1.0,35.3,0.6,90.9,0.7,1.6,2.3,0.6,0.5,0.3,0.3,1.5,7.7,0,0,1.9,2017,0,False,0.74,F,60.5,5.3,2017
415,Nicolas Brussino,DAL,24,54,18,36,9.7,2.8,2.6,36.9,1.8,30.5,0.4,77.3,0.5,1.3,1.8,0.9,0.5,0.3,0.1,0.8,7.1,0,0,-2.0,2017,0,False,0.33,F,62.9,6.5,2017
416,Axel Toupane,NOP,24,4,2,2,11.9,2.8,2.3,55.6,1.0,25.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.3,0.3,1.5,4.6,0,0,-2.8,2017,0,False,0.5,G-F,25.0,-33.0,2017
417,James Jones,CLE,36,48,28,20,7.9,2.8,1.9,47.8,1.4,47.0,0.4,65.0,0.1,0.7,0.8,0.3,0.2,0.1,0.2,0.8,4.9,0,0,-2.1,2017,0,False,0.58,G-F,52.9,-2.8,2017
418,Kyle Singler,OKC,29,32,15,17,12.0,2.8,2.6,41.0,1.2,18.9,0.5,76.5,0.3,1.3,1.5,0.3,0.3,0.2,0.2,0.9,5.8,0,0,0.3,2017,0,False,0.47,F,57.4,0.8,2017
419,Omer Asik,NOP,30,31,12,19,15.6,2.7,2.1,47.7,0.0,0.0,1.3,59.0,1.5,3.7,5.3,0.5,0.5,0.2,0.3,1.6,10.8,1,0,-1.9,2017,0,False,0.39,C,58.5,2.4,2017
420,Marcelo Huertas,LAL,34,23,5,18,10.3,2.7,3.0,36.8,0.8,21.1,0.7,52.9,0.1,1.0,1.0,2.3,0.8,0.4,0.1,0.7,8.1,0,0,-1.9,2017,0,False,0.22,G,68.4,14.4,2017
421,Wesley Johnson,LAC,29,68,40,28,11.9,2.7,2.9,36.5,1.7,24.6,0.3,64.7,0.4,2.3,2.7,0.3,0.3,0.4,0.4,1.2,8.8,0,0,-0.8,2017,0,False,0.59,F,54.1,-0.7,2017
422,Tomas Satoransky,WAS,25,57,33,24,12.6,2.7,2.6,41.5,0.6,24.3,0.6,69.7,0.4,1.0,1.5,1.6,0.7,0.5,0.1,1.1,7.9,1,0,0.2,2017,0,False,0.58,G-F,50.5,-2.7,2017
423,Christian Wood,CHA,21,13,5,8,8.2,2.7,1.8,52.2,0.4,0.0,1.2,73.3,1.1,1.2,2.2,0.2,0.5,0.2,0.5,0.8,7.1,0,0,1.5,2017,0,False,0.38,F,68.8,13.7,2017
424,DeAndre' Bembry,ATL,22,38,20,18,9.8,2.7,2.6,48.0,0.5,5.6,0.4,37.5,0.4,1.2,1.6,0.7,0.4,0.2,0.1,0.6,6.2,0,0,-1.2,2017,0,False,0.53,F-G,53.5,-2.9,2017
425,Andrew Nicholson,BKN,27,38,20,18,9.0,2.6,2.9,38.7,0.7,18.5,0.4,64.3,0.4,1.2,1.6,0.3,0.4,0.4,0.2,1.4,6.2,0,0,-3.4,2017,0,False,0.53,F,57.3,2.9,2017
426,Bryn Forbes,SAS,23,36,24,12,7.9,2.6,2.8,36.4,1.5,32.1,0.2,83.3,0.1,0.6,0.6,0.6,0.3,0.0,0.0,0.6,4.1,0,0,-1.4,2017,0,False,0.67,G,60.7,5.0,2017
427,Kevon Looney,GSW,21,53,44,9,8.4,2.5,2.0,52.3,0.2,22.2,0.6,61.8,0.8,1.5,2.3,0.5,0.3,0.3,0.3,1.2,7.7,0,0,-0.3,2017,0,False,0.83,F,49.5,-4.8,2017
428,Pat Connaughton,POR,24,39,18,21,8.1,2.5,1.8,51.4,0.8,51.5,0.2,77.8,0.3,1.1,1.3,0.7,0.4,0.2,0.1,0.6,5.4,0,0,-0.4,2017,0,False,0.46,G-F,54.5,-2.3,2017
429,Miles Plumlee,CHA,28,45,19,26,10.8,2.5,2.0,47.8,0.0,0.0,0.9,64.1,0.8,1.3,2.1,0.5,0.7,0.4,0.3,1.6,7.1,0,0,-1.5,2017,0,False,0.42,C,51.8,-4.4,2017
430,Mike Scott,ATL,28,18,7,11,10.8,2.5,3.3,28.8,1.5,14.8,0.4,87.5,0.6,1.5,2.1,0.9,0.4,0.2,0.2,0.7,7.1,0,0,-2.3,2017,0,False,0.39,F,47.8,-6.4,2017
431,Raul Neto,UTA,25,40,24,16,8.6,2.5,2.3,45.1,0.8,32.3,0.2,88.9,0.1,0.7,0.8,0.9,0.4,0.5,0.1,1.2,6.3,0,0,2.1,2017,0,False,0.6,G,49.1,-4.4,2017
432,Bobby Brown,HOU,32,25,18,7,4.9,2.5,2.4,38.3,1.4,40.0,0.1,100.0,0.0,0.2,0.2,0.6,0.2,0.0,0.0,0.2,3.5,0,0,-1.4,2017,0,False,0.72,G,63.6,9.0,2017
433,DeAndre Liggins,DAL,29,62,40,22,12.5,2.5,2.3,38.7,0.7,37.0,0.6,62.5,0.3,1.4,1.7,0.9,0.7,0.8,0.2,1.3,8.1,0,0,0.9,2017,0,False,0.65,G,61.1,6.4,2017
434,James Young,BOS,21,29,16,13,7.6,2.3,2.0,43.1,1.2,34.3,0.3,66.7,0.2,0.7,0.9,0.1,0.1,0.3,0.1,0.5,4.7,0,0,-1.3,2017,0,False,0.55,G-F,61.5,6.6,2017
435,Chris Andersen,CLE,38,12,8,4,9.5,2.3,1.8,40.9,0.3,0.0,1.2,71.4,0.8,1.8,2.6,0.4,0.4,0.4,0.6,1.7,8.6,0,0,0.7,2017,0,False,0.67,F-C,51.3,-6.2,2017
436,Greivis Vasquez,BKN,30,3,1,2,12.9,2.3,2.7,25.0,1.0,33.3,1.0,66.7,0.0,0.7,0.7,1.7,0.3,0.3,0.3,2.0,7.3,0,0,-4.3,2017,0,False,0.33,G,33.3,-18.6,2017
437,Metta World Peace,LAL,37,25,8,17,6.4,2.3,2.7,27.9,1.5,23.7,0.6,62.5,0.2,0.6,0.8,0.4,0.3,0.4,0.1,0.7,5.1,0,0,-2.4,2017,1,False,0.32,F,77.3,18.1,2017
438,Chris McCullough,WAS,22,16,1,15,5.0,2.3,2.0,50.0,0.4,14.3,0.3,60.0,0.6,0.6,1.2,0.1,0.2,0.1,0.1,0.4,4.4,0,0,3.1,2017,0,False,0.06,F,56.3,9.4,2017
439,Jake Layman,POR,23,35,16,19,7.1,2.2,2.5,29.2,1.5,25.5,0.5,76.5,0.2,0.5,0.7,0.3,0.3,0.3,0.1,0.6,4.2,0,0,0.0,2017,0,False,0.46,F,57.1,1.0,2017
440,AJ Hammons,DAL,24,22,4,18,7.4,2.2,1.9,40.5,0.5,50.0,0.9,45.0,0.4,1.3,1.6,0.2,0.5,0.0,0.6,1.0,5.9,0,0,-0.2,2017,0,False,0.18,C,51.2,-6.2,2017
441,Treveon Graham,CHA,23,27,10,17,7.0,2.1,1.5,47.5,0.6,60.0,0.6,66.7,0.2,0.6,0.8,0.2,0.1,0.2,0.0,0.7,4.1,0,0,-1.4,2017,0,False,0.37,G-F,68.8,13.3,2017
442,Joe Young,IND,25,33,18,15,4.1,2.1,2.2,36.1,0.7,21.7,0.5,73.3,0.0,0.5,0.5,0.5,0.2,0.1,0.0,0.2,3.6,0,0,-1.7,2017,0,False,0.55,G,69.2,12.6,2017
443,Rakeem Christmas,IND,25,29,14,15,7.6,2.0,1.5,44.2,0.0,0.0,1.0,72.4,0.9,1.0,1.9,0.1,0.3,0.1,0.2,1.3,5.2,0,0,-1.2,2017,0,False,0.48,F,58.7,0.6,2017
