,name,game_participate,minutes,pts,FGM,FGA,FG%,3PM,3PA,3P%,EFG%
1711,Tony Snell,59,27.8,4.4,1.5,3.9,37.8,1.4,3.8,37.7,55.8
1712,Torrey Craig,58,18.5,2.2,0.7,2.4,31.4,0.7,2.3,32.1,46.7
1713,Trae Young,60,35.3,2.5,0.8,1.8,46.7,0.8,1.7,46.6,69.2
1714,Tremont Waters,11,10.8,0.2,0.1,0.9,10.0,0.0,0.8,0.0,10.0
1715,Treveon Graham,55,16.9,1.6,0.5,2.0,25.9,0.5,2.0,26.6,38.8
1716,Trevor Ariza,53,28.2,3.7,1.2,3.3,37.9,1.2,3.2,38.4,56.9
1717,Trey Burke,33,15.8,2.1,0.7,1.8,39.0,0.7,1.7,38.6,57.6
1718,Trey Lyles,63,20.2,3.0,1.0,2.6,38.6,0.9,2.4,38.8,56.3
1719,Tristan Thompson,57,30.2,0.3,0.1,0.4,25.0,0.1,0.2,35.7,35.4
1720,Troy Brown Jr.,69,25.8,2.6,0.9,2.2,39.4,0.8,2.1,39.2,57.4
1721,Troy Daniels,47,11.3,2.2,0.7,2.2,34.3,0.7,2.0,35.4,51.0
1722,Ty Jerome,31,10.6,1.0,0.4,1.4,26.2,0.3,1.3,23.1,36.9
1723,Tyler Cook,13,4.2,0.0,0.0,0.0,-,-,-,-,-
1724,Tyler Herro,55,27.4,4.4,1.5,3.4,45.2,1.3,3.0,44.2,64.5
1725,Tyler Johnson,39,18.2,3.0,1.1,3.0,35.0,0.9,2.7,32.7,50.0
1726,Tyler Zeller,2,1.9,0.0,0.0,0.0,-,-,-,-,-
1727,Tyrone Wallace,14,11.5,0.0,0.0,0.7,0.0,0.0,0.7,0.0,0.0
1728,Tyson Chandler,26,8.4,0.0,0.0,0.0,-,-,-,-,-
1729,Tyus Jones,65,19.0,1.7,0.6,1.3,45.8,0.5,1.2,42.7,65.1
1730,Udonis Haslem,4,11.0,0.8,0.3,1.0,25.0,0.3,0.8,33.3,37.5
1731,Vic Law,8,7.7,0.4,0.1,1.0,12.5,0.1,0.9,14.3,18.8
1732,Victor Oladipo,19,27.8,1.7,0.6,2.2,26.8,0.6,2.1,27.5,40.2
1733,Vince Carter,60,14.6,2.5,0.8,2.9,28.4,0.8,2.8,28.8,42.3
1734,Vincent Poirier,22,5.9,0.4,0.2,0.5,40.0,0.0,0.1,50.0,45.0
1735,Vlatko Cancar,14,3.2,0.2,0.1,0.5,14.3,0.1,0.4,16.7,21.4
1736,Wayne Ellington,36,15.5,3.3,1.1,2.9,37.5,1.1,2.8,39.4,56.3
1737,Wendell Carter Jr.,43,29.2,1.1,0.5,1.4,34.4,0.1,0.6,23.1,39.3
1738,Wenyen Gabriel,30,7.8,0.6,0.2,0.6,35.3,0.2,0.6,35.3,52.9
1739,Wes Iwundu,52,18.3,1.3,0.4,1.4,31.9,0.4,1.3,32.3,46.5
1740,Wesley Matthews,67,24.4,4.1,1.4,3.6,38.1,1.3,3.5,37.7,56.4
1741,Will Barton,58,33.0,3.2,1.1,2.7,40.4,1.1,2.7,40.3,60.3
1742,William Howard,2,6.6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1743,Willie Cauley-Stein,54,20.3,0.1,0.1,0.4,21.1,0.0,0.0,0.0,21.1
1744,Willy Hernangomez,31,12.1,0.6,0.2,0.8,29.2,0.2,0.7,23.8,39.6
1745,Wilson Chandler,35,21.0,3.1,1.1,3.3,32.2,1.0,3.2,31.9,47.8
1746,Yogi Ferrell,50,10.6,0.8,0.3,0.7,41.2,0.3,0.6,40.6,60.3
1747,Yuta Watanabe,18,5.8,0.5,0.2,0.4,37.5,0.2,0.4,42.9,56.3
1748,Zach Collins,11,26.4,2.3,0.8,2.0,40.9,0.6,1.6,38.9,56.8
1749,Zach LaVine,60,34.8,3.7,1.2,3.0,41.8,1.2,2.8,42.6,62.1
1750,Zach Norvell Jr.,5,8.2,1.8,0.6,2.0,30.0,0.6,1.6,37.5,45.0
1751,Zhaire Smith,7,4.6,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0
1752,Zion Williamson,24,27.8,0.3,0.1,0.5,18.2,0.1,0.3,25.0,27.3
1753,Zylan Cheatham,4,12.8,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.0
1812,Aaron Gordon,78,33.8,3.8,1.3,3.7,36.1,1.1,3.1,36.5,51.4
1813,Aaron Holiday,50,12.9,1.5,0.5,1.3,38.5,0.5,1.3,38.5,57.7
1814,Abdel Nader,61,11.4,1.4,0.5,1.6,30.5,0.5,1.5,30.9,45.8
1815,Al Horford,68,29.0,5.6,2.3,5.1,44.5,1.1,3.0,36.0,55.1
1816,Al-Farouq Aminu,81,28.3,3.5,1.2,3.4,35.5,1.1,3.2,35.8,52.6
1817,Alan Williams,5,5.1,0.4,0.2,0.8,25.0,0.0,0.2,0.0,25.0
1818,Alec Burks,64,21.5,1.9,0.7,1.6,42.2,0.6,1.5,40.9,60.8
1819,Alex Abrines,31,19.0,3.6,1.2,3.9,31.4,1.1,3.7,30.2,45.9
1820,Alex Caruso,25,21.2,1.6,0.5,1.2,43.3,0.5,1.1,46.4,65.0
1821,Alex Len,77,20.1,3.0,1.0,2.8,36.1,0.9,2.6,37.1,52.7
1822,Alex Poythress,21,14.5,1.3,0.4,1.1,37.5,0.4,1.0,40.9,56.3
1823,Alfonzo McKinnie,72,13.9,1.8,0.6,1.7,36.1,0.6,1.6,36.2,53.8
1824,Alize Johnson,14,4.6,0.2,0.1,0.2,33.3,0.1,0.1,50.0,50.0
1825,Allen Crabbe,43,26.4,6.4,2.1,5.5,38.7,2.1,5.3,39.3,57.6
1826,Allonzo Trier,64,22.8,1.4,0.5,1.0,43.9,0.5,1.0,43.9,65.9
1827,Amile Jefferson,12,5.7,0.0,0.0,0.0,-,-,-,-,-
1828,Amir Johnson,51,10.4,0.7,0.3,0.9,29.5,0.2,0.8,30.0,43.2
1829,Andre Drummond,79,33.5,0.4,0.2,0.6,28.6,0.0,0.3,12.5,31.6
1830,Andre Iguodala,68,23.2,2.0,0.7,2.0,33.1,0.6,1.9,33.9,48.6
1831,Andre Ingram,4,3.7,0.0,0.0,1.0,0.0,0.0,0.8,0.0,0.0
1832,Andrew Bogut,11,12.2,0.0,0.0,0.1,0.0,-,-,-,0.0
1833,Andrew Harrison,17,10.9,0.5,0.2,0.8,23.1,0.2,0.8,23.1,34.6
1834,Andrew Wiggins,73,34.8,3.8,1.3,3.6,35.6,1.2,3.4,36.4,52.7
1835,Anfernee Simons,20,7.0,0.8,0.3,0.9,27.8,0.3,0.9,27.8,41.7
1836,Angel Delgado,2,7.4,0.0,0.0,0.0,-,-,-,-,-
1837,Ante Zizic,59,18.3,0.4,0.2,0.5,39.3,-,-,-,39.3
1838,Anthony Davis,56,33.0,3.5,1.4,3.3,40.9,0.8,2.2,37.7,53.2
1839,Anthony Tolliver,65,16.6,3.6,1.2,3.3,37.3,1.2,3.2,37.7,55.7
1840,Antonio Blakeney,57,14.5,1.5,0.5,1.3,40.3,0.5,1.1,42.2,59.0
1841,Aron Baynes,51,16.1,1.6,0.6,1.6,36.1,0.4,1.2,35.0,48.8
1842,Austin Rivers,76,26.7,2.4,0.8,2.2,37.0,0.8,2.2,37.0,55.5
1843,Avery Bradley,63,30.2,3.7,1.3,3.5,37.6,1.1,3.0,35.6,52.7
1844,BJ Johnson,7,7.0,1.3,0.4,1.1,37.5,0.4,1.0,42.9,56.3
1845,Bam Adebayo,82,23.3,0.3,0.1,0.6,23.5,0.0,0.1,9.1,24.5
1846,Ben McLemore,19,8.3,2.1,0.7,1.9,36.1,0.7,1.7,39.4,54.2
1847,Ben Simmons,79,34.2,0.0,0.0,0.1,20.0,0.0,0.0,0.0,20.0
1848,Billy Garrett,4,15.9,0.0,0.0,1.3,0.0,0.0,1.3,0.0,0.0
1849,Bismack Biyombo,54,14.5,0.3,0.1,0.3,38.9,-,-,-,38.9
1850,Blake Griffin,75,35.0,2.9,1.0,2.7,37.2,0.9,2.5,37.6,55.0
1851,Boban Marjanovic,58,11.7,0.6,0.2,0.5,45.2,0.1,0.2,40.0,51.6
1852,Bobby Portis,50,26.0,4.8,1.7,4.5,38.1,1.4,3.5,38.4,53.4
1853,Bogdan Bogdanovic,70,27.8,4.3,1.5,3.7,40.9,1.3,3.2,40.0,58.3
1854,Bojan Bogdanovic,81,31.8,5.1,1.8,3.8,45.8,1.6,3.6,44.9,66.9
1855,Bonzie Colson,8,12.3,1.5,0.5,2.1,23.5,0.5,2.1,23.5,35.3
1856,Brad Wanamaker,36,9.5,0.8,0.3,0.7,38.5,0.3,0.7,40.0,57.7
1857,Bradley Beal,82,36.9,4.7,1.6,4.5,35.9,1.5,4.1,36.8,52.7
1858,Brandon Goodwin,16,3.6,0.4,0.1,0.3,50.0,0.1,0.3,50.0,75.0
1859,Brandon Ingram,52,33.9,2.1,0.8,2.4,33.3,0.5,1.7,31.5,44.7
1860,Brandon Knight,39,18.9,1.5,0.5,1.7,29.2,0.5,1.6,29.7,43.8
1861,Brandon Sampson,14,15.3,1.9,0.6,1.7,37.5,0.6,1.7,37.5,56.3
1862,Brook Lopez,81,28.7,6.1,2.0,5.7,36.2,2.0,5.5,35.7,53.5
1863,Bruce Brown,74,19.6,1.0,0.3,1.1,28.2,0.3,1.1,27.7,41.8
1864,Bruno Caboclo,34,23.5,3.9,1.3,3.3,40.2,1.3,3.2,39.1,59.4
1865,Bryn Forbes,82,28.0,4.9,1.6,3.6,45.5,1.6,3.5,45.3,67.2
1866,Buddy Hield,82,31.9,7.2,2.5,5.4,46.0,2.3,4.9,46.0,67.1
1867,C.J. Williams,15,8.5,0.6,0.2,0.7,27.3,0.2,0.7,27.3,40.9
1868,CJ McCollum,70,33.9,4.0,1.4,3.6,39.0,1.3,3.2,39.4,56.8
1869,CJ Miles,53,16.2,3.5,1.2,3.3,35.8,1.1,3.2,34.9,52.6
1870,Caleb Swanigan,21,8.5,0.1,0.0,0.5,9.1,0.0,0.3,14.3,13.6
1871,Cameron Payne,40,17.8,1.1,0.4,1.5,25.9,0.3,1.4,23.6,37.1
1872,Cameron Reynolds,19,13.7,3.0,1.0,2.6,38.8,1.0,2.5,39.6,58.2
1873,Caris LeVert,40,26.6,1.4,0.5,1.7,26.5,0.5,1.7,27.3,39.7
1874,Carmelo Anthony,10,29.4,5.2,1.8,5.3,34.0,1.6,5.1,31.4,49.1
1875,Cedi Osman,76,32.2,3.8,1.3,3.7,35.3,1.2,3.5,33.7,51.4
1876,Chandler Hutchison,44,20.3,1.0,0.3,1.1,29.2,0.3,1.1,29.2,43.8
1877,Chandler Parsons,25,19.8,2.9,1.0,3.2,30.9,0.9,2.9,30.1,44.4
1878,Channing Frye,36,9.5,2.4,0.8,2.0,39.7,0.8,1.9,41.2,58.9
1879,Chasson Randle,49,15.2,1.7,0.6,1.5,36.0,0.6,1.5,36.5,54.0
1880,Cheick Diallo,64,14.0,0.6,0.3,0.8,36.0,0.0,0.1,25.0,37.0
